,Taxonomy,Collection_Date,Cumulative_Count_x,Count_x,Cumulative_Count_y,Count_y
31938,Mycobacterium phage Zombie,2012.0,63.0,63.0,1,1
31939,Mycobacterium phage ZoeJ,2012.0,184.0,184.0,2,2
31940,Mycobacterium phage YungJamal,2012.0,124.0,124.0,1,1
31941,Mycobacterium phage Sarma624,2012.0,105.0,105.0,1,1
31942,Mycobacterium phage Sabia,2012.0,87.0,87.0,1,1
31943,Mycobacterium phage Saal,2012.0,202.0,202.0,2,2
31944,Mycobacterium phage Ruotula,2012.0,188.0,188.0,2,2
31945,Mycobacterium phage RonRayGun,2012.0,61.0,61.0,1,1
31946,Mycobacterium phage RhynO,2012.0,146.0,146.0,2,2
31947,Mycobacterium phage Rajelicia,2012.0,178.0,178.0,2,2
31948,Mycobacterium phage QBert,2012.0,450.0,450.0,2,2
31949,Mycobacterium phage PurpleHaze,2012.0,166.0,166.0,2,2
31950,Mycobacterium phage PotatoSplit,2012.0,91.0,91.0,1,1
31951,Mycobacterium phage Popcicle,2012.0,88.0,88.0,1,1
31952,Mycobacterium phage PopTart,2012.0,190.0,190.0,2,2
31953,Mycobacterium phage Plagueis,2012.0,63.0,63.0,1,1
31954,Mycobacterium phage Pippy,2012.0,206.0,206.0,2,2
31955,Primate bocaparvovirus 2,2012.0,356.0,8.0,305,8
31956,Mycobacterium phage PinkPlastic,2012.0,84.0,84.0,1,1
31957,Mycobacterium phage Pier,2012.0,234.0,234.0,1,1
31958,Mycobacterium phage Phreak,2012.0,63.0,63.0,1,1
31959,Mycobacterium phage Phoxy,2012.0,85.0,85.0,1,1
31960,Mycobacterium phage Phlorence,2012.0,84.0,84.0,1,1
31961,Mycobacterium phage Phelipe,2012.0,89.0,89.0,1,1
31962,Mycobacterium phage Pharsalus,2012.0,142.0,142.0,1,1
31963,Mycobacterium phage Phantastic,2012.0,182.0,182.0,2,2
31964,Mycobacterium phage Phanphagia,2012.0,110.0,110.0,1,1
31965,Mycobacterium phage Petp2012,2012.0,88.0,88.0,1,1
31966,Mycobacterium phage SassyB,2012.0,190.0,190.0,2,2
31967,Mycobacterium phage Delilah,2012.0,232.0,232.0,1,1
31968,Mycobacterium phage Scamp,2012.0,90.0,90.0,1,1
31969,Mycobacterium phage SemperFi,2012.0,94.0,94.0,1,1
31970,Mycobacterium phage YouGoGlencoco,2012.0,102.0,102.0,1,1
31971,Mycobacterium phage Waterdiva,2012.0,103.0,103.0,1,1
31972,Mycobacterium phage Veteran,2012.0,188.0,188.0,2,2
31973,Mycobacterium phage Velveteen,2012.0,200.0,200.0,2,2
31974,Mycobacterium phage Validus,2012.0,210.0,210.0,2,2
31975,Mycobacterium phage Updawg,2012.0,97.0,97.0,1,1
31976,Mycobacterium phage UnionJack,2012.0,172.0,172.0,2,2
31977,Mycobacterium phage Trypo,2012.0,101.0,101.0,1,1
31978,Primate bocaparvovirus 1,2012.0,906.0,126.0,665,89
31979,Rhinovirus A,2012.0,2859.0,148.0,3392,214
31980,Mycobacterium phage Treddle,2012.0,94.0,94.0,1,1
31981,Salmonella phage vB_SenM-1,2012.0,87.0,87.0,1,1
31982,Mycobacterium phage Tomathan,2012.0,93.0,93.0,1,1
31983,Salmonella phage vB_SenS-3,2012.0,229.0,229.0,1,1
31984,Mycobacterium phage Taurus,2012.0,91.0,91.0,1,1
31985,Mycobacterium phage Stephig9,2012.0,101.0,101.0,1,1
31986,Mycobacterium phage Stark,2012.0,141.0,141.0,1,1
31987,Mycobacterium phage Spike509,2012.0,91.0,91.0,1,1
31988,Mycobacterium phage Sophia,2012.0,100.0,100.0,1,1
31989,Avipoxvirus sp.,2012.0,17.0,2.0,17,2
31990,Mycobacterium phage SmallFry,2012.0,234.0,234.0,1,1
31991,Mycobacterium phage Simpliphy,2012.0,145.0,145.0,1,1
31992,Mycobacterium phage Shipwreck,2012.0,162.0,162.0,2,2
31993,Mycobacterium phage ShamWow,2012.0,143.0,143.0,1,1
31994,Mycobacterium phage Serenity,2012.0,194.0,194.0,2,2
31995,Mycobacterium phage Seabiscuit,2012.0,188.0,188.0,2,2
31996,Mycobacterium phage Danforth,2012.0,99.0,99.0,1,1
31997,Mycobacterium phage Daenerys,2012.0,204.0,204.0,2,2
31998,Mycobacterium phage Cosmo,2012.0,148.0,148.0,1,1
31999,Scheffersomyces segobiensis virus L,2012.0,6.0,6.0,2,2
32000,Mitoviridae,2012.0,141.0,11.0,146,12
32001,Baculoviridae,2012.0,22885.0,1475.0,729,121
32002,uncultured virus,2012.0,2478.0,971.0,2796,928
32003,Mirabilis crinkle mosaic virus,2012.0,2.0,2.0,2,2
32004,Minovirus A,2012.0,4.0,4.0,2,2
32005,Minovirus,2012.0,4.0,4.0,2,2
32006,Schitoviridae,2012.0,5769.0,1143.0,231,13
32007,Mink avastrovirus,2012.0,8.0,8.0,8,8
32008,Protoparvovirus,2012.0,3201.0,458.0,2439,373
32009,Miniopterus schreibersii polyomavirus 2,2012.0,12.0,12.0,2,2
32010,Adintoviridae,2012.0,74.0,22.0,5,2
32011,Miniopterus schreibersii polyomavirus 1,2012.0,24.0,24.0,4,4
32012,Miniopterus picornavirus 2,2012.0,1.0,1.0,1,1
32013,Miniopterus picornavirus 1,2012.0,2.0,2.0,2,2
32014,Protoparvovirus sp.,2012.0,3.0,1.0,3,1
32015,Miniopterus bat coronavirus HKU8,2012.0,19.0,15.0,6,2
32016,Miniopterus bat coronavirus BtCov/3710,2012.0,1.0,1.0,1,1
32017,Miniopterus bat coronavirus BtCoV/4068-2,2012.0,1.0,1.0,1,1
32018,Miniopterus bat coronavirus BtCoV/4068-1,2012.0,1.0,1.0,1,1
32019,Miniopterus bat coronavirus BtCoV/4056-2,2012.0,1.0,1.0,1,1
32020,Miniopterus bat coronavirus BtCoV/4056-1,2012.0,1.0,1.0,1,1
32021,Miniopterus bat coronavirus BtCoV/4040,2012.0,1.0,1.0,1,1
32022,Miniopterus bat coronavirus BtCoV/4039,2012.0,1.0,1.0,1,1
32023,Miniopterus schreibersii astrovirus 12,2012.0,3.0,1.0,3,1
32024,Wolbachia phage WO,2012.0,12.0,2.0,24,14
32025,Mitovirus,2012.0,141.0,11.0,146,12
32026,Mivirus,2012.0,36.0,28.0,12,10
32027,Bactericera cockerelli picorna-like virus,2012.0,1.0,1.0,1,1
32028,Bacteriophage sp.,2012.0,36253.0,23491.0,715,462
32029,Woodruffvirus,2012.0,360.0,360.0,5,5
32030,uncultured picobirnavirus,2012.0,343.0,139.0,346,139
32031,uncultured podovirus,2012.0,53.0,53.0,53,53
32032,Sapporo virus,2012.0,2077.0,287.0,1997,304
32033,Sarbecovirus sp.,2012.0,15.0,6.0,3,2
32034,Molluscum contagiosum virus,2012.0,1775.0,380.0,48,37
32035,Molluscipoxvirus,2012.0,1775.0,380.0,48,37
32036,Mollivirus sibericum,2012.0,1046.0,1046.0,2,2
32037,Mokola lyssavirus,2012.0,104.0,13.0,68,9
32038,Protoambidensovirus,2012.0,349.0,6.0,163,6
32039,Mojiang henipavirus,2012.0,18.0,18.0,2,2
32040,Moineauvirus,2012.0,328.0,42.0,7,1
32041,Saurida undosquamis ranavirus,2012.0,1.0,1.0,1,1
32042,Mogiana tick virus,2012.0,208.0,90.0,188,72
32043,Mobuck virus,2012.0,20.0,20.0,20,20
32044,Mobatvirus,2012.0,156.0,59.0,156,59
32045,Protobacilladnavirus,2012.0,42.0,16.0,12,4
32046,Sawastrivirus,2012.0,6.0,6.0,6,6
32047,Mivirus wuhanense,2012.0,6.0,6.0,2,2
32048,Mivirus dermacentoris,2012.0,4.0,4.0,2,2
32049,Mivirus changpingense,2012.0,6.0,6.0,2,2
32050,Mivirus boleense,2012.0,6.0,6.0,2,2
32051,Scaptodrosophila deflexa sigmavirus,2012.0,3.0,3.0,3,3
32052,Miniopterus bat coronavirus BtCoV/4036-2,2012.0,1.0,1.0,1,1
32053,Miniopterus bat coronavirus BtCoV/4036-1,2012.0,1.0,1.0,1,1
32054,Miniopterus bat coronavirus BtCoV/4023-2,2012.0,1.0,1.0,1,1
32055,Miniopterus bat coronavirus BtCoV/4023-1,2012.0,1.0,1.0,1,1
32056,Middle Point orbivirus,2012.0,230.0,20.0,230,20
32057,Badnavirus,2012.0,1791.0,651.0,1329,516
32058,Prunus necrotic ringspot virus,2012.0,126.0,10.0,104,12
32059,Middle East respiratory syndrome-related coronavirus,2012.0,222.0,163.0,29,10
32060,Scindoambidensovirus,2012.0,81.0,10.0,11,2
32061,Microvirus sp.,2012.0,1711.0,576.0,285,99
32062,Prunus virus T,2012.0,9.0,3.0,3,1
32063,Sclerotinia gemycircularvirus 1,2012.0,2.0,2.0,1,1
32064,Sclerotinia minor betaendornavirus 1,2012.0,2.0,2.0,2,2
32065,Adenovirus PREDICT_AdV-77,2012.0,1.0,1.0,1,1
32066,Sclerotinia minor botoulivirus 1,2012.0,1.0,1.0,1,1
32067,Przondovirus,2012.0,182.0,94.0,4,2
32068,Sclerotinia sclerotiorum betaendornavirus 1,2012.0,2.0,1.0,2,1
32069,Sclerotinia sclerotiorum double-stranded RNA virus 3,2012.0,2.0,2.0,1,1
32070,Psenopsis anomala ranavirus,2012.0,2.0,2.0,2,2
32071,Adenovirus PREDICT_AdV-75,2012.0,109.0,109.0,109,109
32072,Microviridae sp. ctbyf5,2012.0,10.0,10.0,1,1
32073,Microviridae sp. ctX0F7,2012.0,17.0,17.0,1,1
32074,Sclerotinia sclerotiorum mitovirus 1,2012.0,3.0,2.0,3,2
32075,Adenovirus PREDICT_AdV-74,2012.0,6.0,5.0,6,5
32076,Microviridae sp.,2012.0,1766.0,1096.0,166,108
32077,Microviridae Fen4707_41,2012.0,12.0,12.0,2,2
32078,Microviridae Fen418_41,2012.0,10.0,10.0,2,2
32079,Microviridae Bog5275_51,2012.0,10.0,10.0,2,2
32080,Microviridae Bog1249_12,2012.0,17.0,5.0,3,1
32081,Milk vetch dwarf C2 alphasatellite,2012.0,1.0,1.0,1,1
32082,Aedes flavivirus,2012.0,56.0,17.0,40,17
32083,Milk vetch dwarf alphasatellite 2,2012.0,1.0,1.0,1,1
32084,Milk vetch dwarf virus,2012.0,9.0,9.0,9,9
32085,Miniopterus bat coronavirus BtCoV/4001-2,2012.0,1.0,1.0,1,1
32086,Miniopterus bat coronavirus BtCoV/4001-1,2012.0,1.0,1.0,1,1
32087,Miniopterus bat coronavirus BtCoV/3983,2012.0,1.0,1.0,1,1
32088,Miniopterus bat coronavirus BtCoV/3767,2012.0,1.0,1.0,1,1
32089,Miniopterus bat coronavirus BtCoV/3760-2,2012.0,1.0,1.0,1,1
32090,Miniopterus bat coronavirus BtCoV/3760-1,2012.0,1.0,1.0,1,1
32091,Miniopterus bat coronavirus BtCoV/3759-2,2012.0,1.0,1.0,1,1
32092,Miniopterus bat coronavirus BtCoV/3759-1,2012.0,1.0,1.0,1,1
32093,Miniopterus bat coronavirus BtCoV/3736-2,2012.0,1.0,1.0,1,1
32094,Miniopterus bat coronavirus BtCoV/3736-1,2012.0,1.0,1.0,1,1
32095,Miniopterus bat coronavirus BtCoV/3728-2,2012.0,1.0,1.0,1,1
32096,Miniopterus bat coronavirus BtCoV/3728-1,2012.0,1.0,1.0,1,1
32097,Miniopterus bat coronavirus BtCoV/3709,2012.0,1.0,1.0,1,1
32098,Miniopterus bat coronavirus 1,2012.0,12.0,6.0,2,1
32099,Miniambidensovirus,2012.0,8.0,8.0,2,2
32100,Rhinolophus sinicus picornavirus,2012.0,1.0,1.0,1,1
32101,Mimivirus Shan,2012.0,5.0,5.0,5,5
32102,Schlumbergera virus X,2012.0,5.0,5.0,1,1
32103,Mimivirus,2012.0,10228.0,2006.0,93,13
32104,Wisteria vein mosaic virus,2012.0,0.0,0.0,2,1
32105,Prunevirus,2012.0,24.0,8.0,9,2
32106,Mimiviridae,2012.0,14150.0,2583.0,164,26
32107,Schmallenberg orthobunyavirus,2012.0,316.0,278.0,237,207
32108,Milvetsatellite,2012.0,1.0,1.0,1,1
32109,Milolii virus,2012.0,1.0,1.0,1,1
32110,Milk vetch dwarf alphasatellite 3,2012.0,1.0,1.0,1,1
32111,Mamastrovirus sp.,2012.0,507.0,332.0,502,332
32112,Monkeypox virus,2012.0,7475.0,10.0,112,12
32113,Bacillus virus Troll,2012.0,578.0,578.0,2,2
32114,Avsunviroidae,2012.0,0.0,0.0,147,27
32115,Mus musculus picornavirus,2012.0,1.0,1.0,1,1
32116,Sapelovirus A,2012.0,202.0,25.0,205,28
32117,Murray Valley encephalitis virus,2012.0,183.0,8.0,186,8
32118,Proboscivirus,2012.0,3360.0,38.0,857,30
32119,Wuhan Louse Fly Virus 1,2012.0,4.0,4.0,3,3
32120,Wuhan Fly Virus 3,2012.0,1.0,1.0,1,1
32121,Murine orthopneumovirus,2012.0,70.0,33.0,16,3
32122,Babuvirus,2012.0,1890.0,658.0,2239,776
32123,Murine mastadenovirus B,2012.0,4.0,1.0,4,1
32124,Saphexavirus,2012.0,196.0,196.0,2,2
32125,Sapelovirus,2012.0,208.0,26.0,211,29
32126,Murine coronavirus,2012.0,92.0,44.0,9,4
32127,Muntjac deer mastadenovirus KH-2015,2012.0,4.0,3.0,4,3
32128,Muntjac deer atadenovirus KH-2015b,2012.0,1.0,1.0,1,1
32129,Bacilladnaviridae,2012.0,60.0,26.0,19,6
32130,Mungbean yellow mosaic virus,2012.0,96.0,22.0,28,6
32131,Mungbean yellow mosaic betasatellite,2012.0,2.0,2.0,2,2
32132,Mungbean yellow mosaic India virus,2012.0,256.0,79.0,79,20
32133,Mumps orthorubulavirus,2012.0,3699.0,327.0,2814,252
32134,Mulberry vein banding virus,2012.0,31.0,12.0,18,6
32135,Mulberry mosaic dwarf associated virus,2012.0,6.0,6.0,1,1
32136,Sapovirus,2012.0,2148.0,300.0,2066,316
32137,Sapovirus 1 rodent/Manhattan/2013,2012.0,1.0,1.0,1,1
32138,Murine astrovirus,2012.0,52.0,31.0,43,29
32139,Mutorquevirus,2012.0,8.0,8.0,2,2
32140,Pristipomoides sieboldii ranavirus,2012.0,1.0,1.0,1,1
32141,Avsunviroid,2012.0,0.0,0.0,7,4
32142,Mycobacterium phage Corvo,2012.0,188.0,188.0,2,2
32143,Mycobacterium phage Coco12,2012.0,208.0,208.0,2,2
32144,Mycobacterium phage Chaser,2012.0,136.0,136.0,1,1
32145,Mycobacterium phage Catalina,2012.0,202.0,202.0,2,2
32146,Mycobacterium phage Camperdownii,2012.0,174.0,174.0,2,2
32147,Mycobacterium phage Cabrinians,2012.0,202.0,202.0,2,2
32148,Mycobacterium phage CASbig,2012.0,194.0,194.0,2,2
32149,Mycobacterium phage Bugsy,2012.0,168.0,168.0,2,2
32150,Mycobacterium phage Bubbles123,2012.0,200.0,200.0,2,2
32151,Mycobacterium phage BubbleTrouble,2012.0,88.0,88.0,1,1
32152,Mycobacterium phage BruceB,2012.0,63.0,63.0,1,1
32153,Mycobacterium phage Bigfoot,2012.0,87.0,87.0,1,1
32154,Mycobacterium phage BigMau,2012.0,91.0,91.0,1,1
32155,Mycobacterium phage BellusTerra,2012.0,178.0,178.0,2,2
32156,Mycobacterium phage BeanWater,2012.0,225.0,225.0,1,1
32157,Primate tetraparvovirus 1,2012.0,249.0,41.0,178,34
32158,Mycobacterium phage Bangla1971,2012.0,235.0,235.0,1,1
32159,Mycobacterium phage Ariel,2012.0,490.0,490.0,2,2
32160,Mycobacterium phage Archetta,2012.0,150.0,150.0,2,2
32161,Mycobacterium phage Arcanine,2012.0,94.0,94.0,1,1
32162,Mycobacterium phage Aragog,2012.0,86.0,86.0,1,1
32163,Mycobacterium phage Amelie,2012.0,154.0,154.0,2,2
32164,Mycobacterium phage Alsfro,2012.0,196.0,196.0,2,2
32165,Mycobacterium phage Aglet,2012.0,91.0,91.0,1,1
32166,Mycobacterium phage Achebe,2012.0,86.0,86.0,1,1
32167,Mucorales RNA virus 1,2012.0,1.0,1.0,1,1
32168,Mpulungu bufavirus,2012.0,4.0,4.0,4,4
32169,Sapovirus Hu/GI/Ouagadougou/BF118/2012/BFA,2012.0,1.0,1.0,1,1
32170,Sapovirus Hu/GII/Ouagadougou/BF158/2012/BFA,2012.0,1.0,1.0,1,1
32171,Moraxella phage Mcat24,2012.0,58.0,58.0,1,1
32172,Moraxella phage Mcat23,2012.0,49.0,49.0,1,1
32173,Moraxella phage Mcat22,2012.0,61.0,61.0,1,1
32174,Moraxella phage Mcat21,2012.0,33.0,33.0,1,1
32175,Moraxella phage Mcat20,2012.0,36.0,36.0,1,1
32176,Moraxella phage Mcat2,2012.0,52.0,52.0,1,1
32177,Moraxella phage Mcat19,2012.0,41.0,41.0,1,1
32178,Moraxella phage Mcat18,2012.0,53.0,53.0,1,1
32179,Moraxella phage Mcat17,2012.0,51.0,51.0,1,1
32180,Moraxella phage Mcat16,2012.0,37.0,37.0,1,1
32181,Moraxella phage Mcat15,2012.0,42.0,42.0,1,1
32182,Moraxella phage Mcat14,2012.0,24.0,24.0,1,1
32183,Moraxella phage Mcat13,2012.0,44.0,44.0,1,1
32184,Moraxella phage Mcat12,2012.0,37.0,37.0,1,1
32185,Moraxella phage Mcat11,2012.0,33.0,33.0,1,1
32186,Moraxella phage Mcat10,2012.0,33.0,33.0,1,1
32187,Moraxella phage Mcat1,2012.0,51.0,51.0,1,1
32188,Mopeia mammarenavirus,2012.0,20.0,3.0,19,2
32189,Mopeia Lassa virus reassortant 29,2012.0,93.0,4.0,50,2
32190,Propionibacterium virus Pacnes201215,2012.0,90.0,90.0,2,2
32191,Sapovirus sp.,2012.0,28.0,4.0,28,4
32192,Bacillus virus Stitch,2012.0,72.0,72.0,2,2
32193,Propionibacterium virus SKKY,2012.0,94.0,94.0,2,2
32194,Propionibacterium virus Solid,2012.0,90.0,90.0,2,2
32195,Propionibacterium virus Wizzo,2012.0,88.0,88.0,2,2
32196,Moraxella phage Mcat25,2012.0,51.0,51.0,1,1
32197,Monodontid alphaherpesvirus 1,2012.0,177.0,4.0,7,4
32198,Moraxella phage Mcat26,2012.0,51.0,51.0,1,1
32199,Moraxella phage Mcat28,2012.0,86.0,86.0,1,1
32200,Motts Mill virus,2012.0,149.0,18.0,103,13
32201,Motherwort yellow mottle virus,2012.0,6.0,6.0,4,4
32202,Morsusvirus argatis,2012.0,6.0,6.0,2,2
32203,Morsusvirus,2012.0,6.0,6.0,2,2
32204,Morogoro mammarenavirus,2012.0,108.0,11.0,104,11
32205,Moroccan watermelon mosaic virus,2012.0,26.0,7.0,12,5
32206,Sapovirus fur seal/ATROP01/BR/2012,2012.0,1.0,1.0,1,1
32207,Sapovirus fur seal/ATROP02/BR/2012,2012.0,1.0,1.0,1,1
32208,Sapovirus fur seal/ATROP06/BR/2012,2012.0,1.0,1.0,1,1
32209,Sapovirus fur seal/ATROP07/BR/2012,2012.0,2.0,2.0,1,1
32210,Morbillivirus,2012.0,9453.0,1449.0,7686,1316
32211,Bacillus virus Aurora,2012.0,80.0,80.0,2,2
32212,uncultured phycodnavirus,2012.0,233.0,114.0,233,114
32213,Propionibacterium virus Kubed,2012.0,88.0,88.0,2,2
32214,Moraxella phage Mcat9,2012.0,42.0,42.0,1,1
32215,Moraxella phage Mcat8,2012.0,56.0,56.0,1,1
32216,Moraxella phage Mcat7,2012.0,47.0,47.0,1,1
32217,Moraxella phage Mcat6,2012.0,56.0,56.0,1,1
32218,Moraxella phage Mcat5,2012.0,68.0,68.0,1,1
32219,Moraxella phage Mcat4,2012.0,57.0,57.0,1,1
32220,Moraxella phage Mcat32,2012.0,45.0,45.0,1,1
32221,Moraxella phage Mcat31,2012.0,45.0,45.0,1,1
32222,Moraxella phage Mcat30,2012.0,47.0,47.0,1,1
32223,Moraxella phage Mcat3,2012.0,40.0,40.0,1,1
32224,Moraxella phage Mcat29,2012.0,53.0,53.0,1,1
32225,Moraxella phage Mcat27,2012.0,55.0,55.0,1,1
32226,Mycobacterium virus Michelle,2012.0,140.0,140.0,2,2
32227,Colletotrichum gloeosporioides chrysovirus,2012.0,6.0,6.0,6,6
32228,Bat hepatovirus,2012.0,21.0,1.0,21,1
32229,Synechococcus phage S-RIM2,2012.0,11624.0,4063.0,326,19
32230,Fox picobirnavirus,2012.0,6.0,3.0,5,2
32231,Desmodus rotundus adenovirus POA/2012/N5.1,2012.0,1.0,1.0,1,1
32232,Herpesviridae,2012.0,109327.0,18209.0,13541,1512
32233,Dermatophagoides pteronyssinus virus 7,2012.0,1.0,1.0,1,1
32234,Dermatophagoides pteronyssinus virus 6,2012.0,1.0,1.0,1,1
32235,Dermatophagoides pteronyssinus virus 5,2012.0,3.0,3.0,1,1
32236,Dermatophagoides pteronyssinus virus 4,2012.0,1.0,1.0,1,1
32237,Bovine astrovirus,2012.0,142.0,96.0,122,97
32238,Tomato bright yellow mosaic virus,2012.0,8.0,8.0,2,2
32239,Dermatophagoides pteronyssinus virus 3,2012.0,1.0,1.0,1,1
32240,Dermatophagoides pteronyssinus virus 2,2012.0,1.0,1.0,1,1
32241,Dermatophagoides pteronyssinus virus 1,2012.0,1.0,1.0,1,1
32242,Japanese encephalitis virus,2012.0,1469.0,71.0,1543,71
32243,Chipapillomavirus,2012.0,87.0,6.0,13,1
32244,Dependoparvovirus,2012.0,642.0,42.0,249,24
32245,Chipapillomavirus 3,2012.0,34.0,6.0,5,1
32246,Bovine astrovirus CH13,2012.0,6.0,6.0,2,2
32247,French bean severe leaf curl virus,2012.0,8.0,8.0,4,4
32248,Wasabi mottle virus,2012.0,4.0,4.0,1,1
32249,Freshwater phage uvFW-CGR-AMD-COM-C203,2012.0,88.0,88.0,1,1
32250,Freshwater phage uvFW-CGR-AMD-COM-C403,2012.0,59.0,59.0,1,1
32251,Freshwater phage uvFW-CGR-AMD-COM-C429,2012.0,40.0,40.0,1,1
32252,Freshwater phage uvFW-CGR-AMD-COM-C440,2012.0,57.0,57.0,1,1
32253,Bovine calicivirus strain Kirklareli,2012.0,4.0,4.0,2,2
32254,Sudan ebolavirus,2012.0,165.0,35.0,20,5
32255,Japanese yam mosaic virus,2012.0,14.0,2.0,10,1
32256,Dengue virus,2012.0,16089.0,1852.0,16301,1870
32257,Bovine faeces associated circular DNA virus 2,2012.0,4.0,4.0,2,2
32258,Desmodus rotundus endogenous retrovirus,2012.0,4.0,4.0,2,2
32259,Herpesviridae sp.,2012.0,37.0,17.0,51,17
32260,Fox kobuvirus,2012.0,8.0,8.0,8,8
32261,Fox hepatitis E virus,2012.0,2.0,2.0,2,2
32262,Watermelon bud necrosis orthotospovirus,2012.0,30.0,8.0,24,9
32263,Fowl aviadenovirus D,2012.0,605.0,58.0,188,5
32264,Tomato chlorosis virus,2012.0,219.0,55.0,141,44
32265,Bell pepper alphaendornavirus,2012.0,9.0,2.0,9,2
32266,Fowl aviadenovirus E,2012.0,414.0,43.0,206,10
32267,Capripoxvirus Shiraz1,2012.0,0.0,0.0,1,1
32268,Hibiscus chlorotic ringspot virus,2012.0,9.0,7.0,3,1
32269,Bougainvillea chlorotic vein banding virus,2012.0,21.0,5.0,21,5
32270,Synechococcus phage S-LKM3,2012.0,1.0,1.0,1,1
32271,Heterobasidion partitivirus 9,2012.0,2.0,1.0,2,1
32272,Heterobasidion partitivirus 7,2012.0,12.0,1.0,12,1
32273,Capripoxvirus,2012.0,3142.0,380.0,660,68
32274,Fowlpox virus,2012.0,901.0,310.0,113,33
32275,Fox adeno-associated virus,2012.0,1.0,1.0,1,1
32276,Freshwater phage uvFW-CGR-AMD-COM-C449,2012.0,59.0,59.0,1,1
32277,Turncurtovirus,2012.0,282.0,240.0,47,40
32278,Diabrotica virgifera virgifera virus 2,2012.0,2.0,2.0,2,2
32279,Diabrotica virgifera virgifera virus 1,2012.0,1.0,1.0,1,1
32280,Heterobasidion partitivirus 2,2012.0,10.0,4.0,10,4
32281,Diabrotica undecimpunctata howardi nudivirus,2012.0,0.0,0.0,5,5
32282,Fox astrovirus,2012.0,3.0,3.0,1,1
32283,Fox astrovirus F4,2012.0,1.0,1.0,1,1
32284,Fox bocavirus,2012.0,1.0,1.0,1,1
32285,Heterobasidion orthocurvulavirus,2012.0,28.0,7.0,28,7
32286,Heterobasidion mitovirus 3,2012.0,7.0,3.0,7,3
32287,Turnip curly top virus,2012.0,198.0,156.0,33,26
32288,Bovine alphaherpesvirus 1,2012.0,2496.0,85.0,280,14
32289,Chino del tomate virus,2012.0,1.0,1.0,1,1
32290,Turnip leaf roll virus,2012.0,78.0,78.0,13,13
32291,Waterbird 1 orthobornavirus,2012.0,85.0,7.0,51,3
32292,Diabrotica virgifera virgifera virus 3,2012.0,4.0,4.0,2,2
32293,Jasmine bacilliform virus,2012.0,1.0,1.0,1,1
32294,Jasmine mosaic-associated virus 2,2012.0,5.0,5.0,1,1
32295,Chiropteran bocaparvovirus 5,2012.0,6.0,6.0,2,2
32296,Deltapartitivirus,2012.0,32.0,6.0,37,8
32297,Fur seal faeces associated circular DNA virus,2012.0,12.0,12.0,4,4
32298,Hepatovirus sp.,2012.0,7.0,1.0,7,1
32299,Hepatovirus I,2012.0,2.0,2.0,2,2
32300,Furovirus,2012.0,76.0,17.0,38,13
32301,Turnip yellows virus,2012.0,109.0,10.0,62,7
32302,Hepatovirus F,2012.0,2.0,2.0,2,2
32303,Hepatovirus A,2012.0,1968.0,306.0,2047,315
32304,Bovine nebovirus,2012.0,4.0,3.0,4,3
32305,Bovine orthopneumovirus,2012.0,72.0,15.0,72,15
32306,Deltapapillomavirus 4,2012.0,338.0,88.0,187,45
32307,Fusarium andiyazi mitovirus 1,2012.0,2.0,1.0,2,1
32308,Wallal virus,2012.0,35.0,1.0,34,1
32309,Hepatovirus,2012.0,2092.0,360.0,2151,358
32310,Deltapolyomavirus,2012.0,276.0,54.0,80,20
32311,Bovine papillomavirus,2012.0,52.0,12.0,52,12
32312,Deltapapillomavirus,2012.0,386.0,88.0,197,45
32313,Fusarium cerealis partitivirus 1,2012.0,2.0,2.0,2,2
32314,Fusarium deltaflexivirus 1,2012.0,10.0,10.0,2,2
32315,Tomato aspermy virus,2012.0,32.0,8.0,24,6
32316,Bovine papular stomatitis virus,2012.0,425.0,5.0,41,5
32317,Deltainfluenzavirus,2012.0,64.0,32.0,56,28
32318,Hepatitis delta virus,2012.0,426.0,77.0,464,78
32319,Deltaflexivirus,2012.0,27.0,10.0,7,2
32320,Bovine picobirnavirus,2012.0,12.0,12.0,12,12
32321,Fusarium graminearum dsRNA mycovirus 5,2012.0,3.0,3.0,2,2
32322,Waikavirus,2012.0,23.0,5.0,23,5
32323,Fusarium graminearum negative-stranded RNA virus 1,2012.0,5.0,5.0,1,1
32324,Fusarium oxysporum dianthi hypovirus 2,2012.0,1.0,1.0,1,1
32325,Jiangxi12-B14 orthoreovirus,2012.0,3.0,3.0,3,3
32326,Fusarium boothii mitovirus 1,2012.0,0.0,0.0,1,1
32327,Fowl aviadenovirus C,2012.0,297.0,1.0,68,1
32328,Fugong orthohantavirus,2012.0,6.0,6.0,6,6
32329,Vernonia yellow vein Fujian alphasatellite,2012.0,4.0,3.0,4,3
32330,Chiropteran protoparvovirus 1,2012.0,14.0,14.0,10,10
32331,Freshwater phage uvFW-CGR-AMD-COM-C455,2012.0,58.0,58.0,1,1
32332,Chlorocebus sabaeus adenovirus,2012.0,2.0,2.0,2,2
32333,Freshwater phage uvFW-CGR-AMD-COM-C493,2012.0,45.0,45.0,1,1
32334,Chlorovirus,2012.0,715.0,714.0,3,2
32335,Chordovirus,2012.0,12.0,12.0,4,4
32336,Chronic bee paralysis virus,2012.0,53.0,1.0,58,1
32337,Friunavirus,2012.0,108.0,108.0,2,2
32338,Bovine fever ephemerovirus,2012.0,282.0,57.0,222,35
32339,Turnip mosaic virus,2012.0,191.0,43.0,190,42
