,Taxonomy,Country,Cumulative_Count,Count
47851,Mycobacterium phage Silverleaf,USA,232,232
47852,Mycobacterium phage Simpliphy,USA,145,145
47853,Mycobacterium phage SimranZ1,India,206,206
47854,Mycobacterium phage SirPhilip,USA,194,194
47855,Mycobacterium phage SirSheldon,USA,138,138
47856,Mycobacterium phage Skinny,USA,141,141
47857,Mycobacterium phage Skipitt,USA,87,87
47858,Mycobacterium phage Skippy,USA,102,102
47859,Mycobacterium phage Slarp,USA,92,92
47860,Mycobacterium phage Slatt,USA,104,104
47861,Mycobacterium phage Slimphazie,USA,98,98
47862,Mycobacterium phage Smairt,USA,200,200
47863,Mycobacterium phage SmallFry,USA,234,234
47864,Mycobacterium phage Smeadley,USA,200,200
47865,Mycobacterium phage Smeagan,USA,96,96
47866,Mycobacterium phage Smeagol,USA,90,90
47867,Mycobacterium phage SmellyB,USA,100,100
47868,Mycobacterium phage Smooch,USA,125,125
47869,Mycobacterium phage Smurph,USA,72,72
47870,Mycobacterium phage SnapTap,USA,95,95
47871,Mycobacterium phage Snape,USA,99,99
47872,Mycobacterium phage Snazzy,USA,184,184
47873,Mycobacterium phage Sneeze,Costa Rica,128,128
47874,Mycobacterium phage Snekmaggedon,USA,63,63
47875,Mycobacterium phage Snenia,South Africa,260,260
47876,Mycobacterium phage SoSeph,USA,95,95
47877,Mycobacterium phage SoilDragon,USA,180,180
47878,Mycobacterium phage Soile,USA,103,103
47879,Mycobacterium phage Solosis,USA,99,99
47880,Mycobacterium phage Sophia,USA,100,100
47881,Mycobacterium phage SororFago,USA,97,97
47882,Mycobacterium phage Soshari,USA,92,92
47883,Mycobacterium phage Sotrice96,USA,149,149
47884,Mycobacterium phage Soul22,USA,204,204
47885,Mycobacterium phage Sparkdehlily,USA,222,222
47886,Mycobacterium phage Spartan300,USA,101,101
47887,Mycobacterium phage Specks,USA,238,238
47888,Mycobacterium phage Spike509,USA,91,91
47889,Mycobacterium phage SpikeBT,USA,174,174
47890,Mycobacterium phage Spikelee,USA,208,208
47891,Mycobacterium phage Spock,USA,95,95
47892,Mycobacterium phage SpongeBob,USA,65,65
47893,Mycobacterium phage Spoonbill,USA,206,206
47894,Mycobacterium phage Sprinklers,USA,229,229
47895,Mycobacterium phage Squint,USA,238,238
47896,Mycobacterium phage StAnnes,South Africa,220,220
47897,Mycobacterium phage Stagni,USA,86,86
47898,Mycobacterium phage StarStuff,South Africa,93,93
47899,Mycobacterium phage Stark,USA,141,141
47900,Mycobacterium phage Stasia,South Africa,170,170
47901,Mycobacterium phage Steamy,USA,180,180
47902,Mycobacterium phage StepMih,New Zealand,90,90
47903,Mycobacterium phage StephanieG,USA,228,228
47904,Mycobacterium phage Stephig9,USA,101,101
47905,Mycobacterium phage StevieRay,USA,81,81
47906,Mycobacterium phage Stinson,USA,96,96
47907,Mycobacterium phage StressBall,USA,78,78
47908,Mycobacterium phage Strokeseat,South Africa,101,101
47909,Mycobacterium phage Struggle,USA,102,102
47910,Mycobacterium phage Stubby,USA,222,222
47911,Mycobacterium phage Suigeneris,USA,98,98
47912,Mycobacterium phage Sulley,USA,94,94
47913,Mycobacterium phage Sumter,USA,180,180
47914,Mycobacterium phage SuperAwesome,USA,99,99
47915,Mycobacterium phage SuperCallie99,USA,94,94
47916,Mycobacterium phage SuperGrey,USA,206,206
47917,Mycobacterium phage Superchunk,USA,97,97
47918,Mycobacterium phage Superphikiman,USA,239,239
47919,Mycobacterium phage Surely,USA,102,102
47920,Mycobacterium phage SwagPigglett,USA,212,212
47921,Mycobacterium phage SweetiePie,USA,190,190
47922,Mycobacterium phage Sweets,USA,63,63
47923,Mycobacterium phage Swirley,USA,174,174
47924,Mycobacterium phage SwissCheese,USA,95,95
47925,Mycobacterium phage SydNat,USA,86,86
47926,Mycobacterium phage SynergyX,USA,104,104
47927,Mycobacterium phage TBond007,USA,97,97
47928,Mycobacterium phage TBrady12,USA,149,149
47929,Mycobacterium phage TDanisky,USA,222,222
47930,Mycobacterium phage TNguyen7,USA,91,91
47931,Mycobacterium phage Tachez,USA,96,96
47932,Mycobacterium phage Taheera,South Africa,120,120
47933,Mycobacterium phage TallGrassMM,USA,100,100
47934,Mycobacterium phage Tapioca,USA,140,140
47935,Mycobacterium phage Taptic,USA,92,92
47936,Mycobacterium phage Taquarus,USA,89,89
47937,Mycobacterium phage Taquito,USA,188,188
47938,Mycobacterium phage Target,USA,90,90
47939,Mycobacterium phage Tarkin,USA,142,142
47940,Mycobacterium phage TarsusIV,USA,92,92
47941,Mycobacterium phage Tarynearal,USA,89,89
47942,Mycobacterium phage Tasp14,USA,178,178
47943,Mycobacterium phage Taurus,USA,91,91
47944,Mycobacterium phage Teardrop,USA,233,233
47945,Mycobacterium phage TeardropMSU,USA,143,143
47946,Mycobacterium phage Techage,USA,79,79
47947,Mycobacterium phage TelAviv,Israel,122,122
47948,Mycobacterium phage Telesworld,USA,100,100
47949,Mycobacterium phage Terminus,USA,147,147
47950,Mycobacterium phage Terror,South Africa,60,60
47951,Mycobacterium phage Tesla,USA,111,111
47952,Mycobacterium phage Texage,USA,86,86
47953,Mycobacterium phage Thanksgivukkah,USA,88,88
47954,Mycobacterium phage Theia,USA,174,174
47955,Mycobacterium phage TheloniousMonk,USA,180,180
47956,Mycobacterium phage Thespis,USA,78,78
47957,Mycobacterium phage Thonko,South Africa,216,216
47958,Mycobacterium phage Thor,USA,98,98
47959,Mycobacterium phage Thoth,USA,88,88
47960,Mycobacterium phage ThreeRngTarjay,USA,238,238
47961,Mycobacterium phage Thresher,USA,146,146
47962,Mycobacterium phage ThulaThula,South Africa,160,160
47963,Mycobacterium phage Thumb,USA,94,94
47964,Mycobacterium phage Thyatira,USA,192,192
47965,Mycobacterium phage Tiffany,USA,178,178
47966,Mycobacterium phage Timmi,USA,100,100
47967,Mycobacterium phage Timothy,USA,99,99
47968,Mycobacterium phage TinaFeyge,USA,86,86
47969,Mycobacterium phage Tinciduntsolum,USA,93,93
47970,Mycobacterium phage TinyTim,USA,230,230
47971,Mycobacterium phage Tinybot,USA,89,89
47972,Mycobacterium phage TipsytheTRex,USA,93,93
47973,Mycobacterium phage Tiri,USA,96,96
47974,Mycobacterium phage Toaka,Madagascar,95,95
47975,Mycobacterium phage Todacoro,USA,88,88
47976,Mycobacterium phage TomBombadil,USA,102,102
47977,Mycobacterium phage TomBrady,USA,63,63
47978,Mycobacterium phage Tomaszewski,USA,138,138
47979,Mycobacterium phage Tomathan,USA,93,93
47980,Mycobacterium phage Tomlarah,USA,102,102
47981,Mycobacterium phage ToneTone,USA,96,96
47982,Mycobacterium phage Tonenili,USA,516,516
47983,Mycobacterium phage Toni,USA,101,101
47984,Mycobacterium phage Tooj,USA,99,99
47985,Mycobacterium phage TootsiePop,USA,93,93
47986,Mycobacterium phage Tootsieroll,USA,96,96
47987,Mycobacterium phage Topanga,USA,76,76
47988,Mycobacterium phage Topgun,USA,93,93
47989,Mycobacterium phage Tortoise16,USA,231,231
47990,Mycobacterium phage Tote,USA,86,86
47991,Mycobacterium phage Tourach,Madagascar,264,264
47992,Mycobacterium phage Traaww1,USA,142,142
47993,Mycobacterium phage Traft412,USA,172,172
47994,Mycobacterium phage Treddle,USA,94,94
47995,Mycobacterium phage TreyKay,South Africa,97,97
47996,Mycobacterium phage Trike,USA,130,130
47997,Mycobacterium phage Trinitium,USA,230,230
47998,Mycobacterium phage Tripl3t,USA,91,91
47999,Mycobacterium phage Trooper,USA,95,95
48000,Mycobacterium phage Trouble,USA,188,188
48001,Mycobacterium phage TroyPia,USA,90,90
48002,Mycobacterium phage True,USA,103,103
48003,Mycobacterium phage Trypo,USA,101,101
48004,Mycobacterium phage Tubs,USA,99,99
48005,Mycobacterium phage Tuco,USA,148,148
48006,Mycobacterium phage Turj99,USA,172,172
48007,Mycobacterium phage Turret,USA,225,225
48008,Mycobacterium phage Twitch,USA,96,96
48009,Mycobacterium phage TyDawg,USA,136,136
48010,Mycobacterium phage Tydolla,USA,99,99
48011,Mycobacterium phage TygerBlood,USA,89,89
48012,Mycobacterium phage Tyke,USA,231,231
48013,Mycobacterium phage Typha,USA,254,254
48014,Mycobacterium phage Tyson,USA,126,126
48015,Mycobacterium phage UAch1,USA,102,102
48016,Mycobacterium phage UPIE,USA,122,122
48017,Mycobacterium phage Ugenie5,USA,86,86
48018,Mycobacterium phage Ukulele,USA,141,141
48019,Mycobacterium phage Ulysses,USA,88,88
48020,Mycobacterium phage UncleRicky,USA,105,105
48021,Mycobacterium phage Unicorn,USA,200,200
48022,Mycobacterium phage Updawg,USA,97,97
48023,Mycobacterium phage Urkel,USA,194,194
48024,Mycobacterium phage VRedHorse,USA,105,105
48025,Mycobacterium phage Vaishali24,India,102,102
48026,Mycobacterium phage Validus,USA,210,210
48027,Mycobacterium phage Valjean,USA,100,100
48028,Mycobacterium phage ValleyTerrace,USA,233,233
48029,Mycobacterium phage Vanisoa,Madagascar,92,92
48030,Mycobacterium phage VasuNzinga,USA,113,113
48031,Mycobacterium phage Vaticameos,USA,99,99
48032,Mycobacterium phage Veliki,USA,96,96
48033,Mycobacterium phage Velveteen,USA,200,200
48034,Mycobacterium phage Venti,USA,79,79
48035,Mycobacterium phage Veracruz,USA,168,168
48036,Mycobacterium phage Veritas,USA,101,101
48037,Mycobacterium phage Veteran,USA,188,188
48038,Mycobacterium phage Vetrix,USA,129,129
48039,Mycobacterium phage VioletZ,USA,99,99
48040,Mycobacterium phage Virapocalypse,USA,103,103
48041,Mycobacterium phage Virgeve,USA,99,99
48042,Mycobacterium phage Vix,USA,85,85
48043,Mycobacterium phage VohminGhazi,USA,200,200
48044,Mycobacterium phage Vorrps,USA,127,127
48045,Mycobacterium phage Vortex,USA,198,198
48046,Mycobacterium phage WIVsmall,China,166,166
48047,Mycobacterium phage Wachhund,USA,202,202
48048,Mycobacterium phage Waleliano,USA,96,96
48049,Mycobacterium phage Wallhey,USA,103,103
48050,Mycobacterium phage WalterMcMickey,USA,86,86
48051,Mycobacterium phage Wamburgrxpress,USA,128,128
48052,Mycobacterium phage Wanda,USA,480,480
48053,Mycobacterium phage Wander,USA,88,88
48054,Mycobacterium phage Waterdiva,USA,103,103
48055,Mycobacterium phage Waterfoul,USA,94,94
48056,Mycobacterium phage Watermelon,USA,89,89
48057,Mycobacterium phage Watson,USA,89,89
48058,Mycobacterium phage Webster2,USA,86,86
48059,Mycobacterium phage Weher20,USA,98,98
48060,Mycobacterium phage Weiss13,USA,100,100
48061,Mycobacterium phage West99,USA,92,92
48062,Mycobacterium phage Whabigail7,USA,92,92
48063,Mycobacterium phage Whatsapiecost,USA,100,100
48064,Mycobacterium phage Wheeler,South Africa,192,192
48065,Mycobacterium phage Whirlwind,USA,256,256
48066,Mycobacterium phage Whouxphf,South Africa,216,216
48067,Mycobacterium phage WideWale,USA,97,97
48068,Mycobacterium phage Wiggin,USA,147,147
48069,Mycobacterium phage Wigglewiggle,USA,134,134
48070,Mycobacterium phage Wiks,USA,100,100
48071,Mycobacterium phage Wilder,USA,130,130
48072,Mycobacterium phage Wile,USA,170,170
48073,Mycobacterium phage Wilkins,USA,94,94
48074,Mycobacterium phage WillSterrel,USA,208,208
48075,Mycobacterium phage Willez,USA,142,142
48076,Mycobacterium phage Willsammy,USA,160,160
48077,Mycobacterium phage Windsor,USA,100,100
48078,Mycobacterium phage Winget,USA,127,127
48079,Mycobacterium phage Wintermute,USA,94,94
48080,Mycobacterium phage Wizard007,USA,172,172
48081,Mycobacterium phage Wooldri,USA,92,92
48082,Mycobacterium phage WunderPhul,USA,89,89
48083,Mycobacterium phage Wyatt2,USA,124,124
48084,Mycobacterium phage XFactor,South Africa,190,190
48085,Mycobacterium phage Xavia,USA,142,142
48086,Mycobacterium phage Xavier,USA,101,101
48087,Mycobacterium phage Xena,USA,85,85
48088,Mycobacterium phage Xerxes,USA,72,72
48089,Mycobacterium phage XianYue,USA,92,92
48090,Mycobacterium phage Ximenita,USA,204,204
48091,Mycobacterium phage Xula,South Africa,148,148
48092,Mycobacterium phage Yahalom,USA,101,101
48093,Mycobacterium phage YassJohnny,USA,139,139
48094,Mycobacterium phage Yecey3,USA,200,200
48095,Mycobacterium phage Yeet,USA,234,234
48096,Mycobacterium phage YemiJoy2021,USA,235,235
48097,Mycobacterium phage Yinz,USA,101,101
48098,Mycobacterium phage YoSam321,USA,89,89
48099,Mycobacterium phage Yokurt,USA,99,99
48100,Mycobacterium phage Yorick,USA,99,99
48101,Mycobacterium phage YouGoGlencoco,USA,102,102
48102,Mycobacterium phage YoungMoneyMata,USA,233,233
48103,Mycobacterium phage Youngblood,USA,148,148
48104,Mycobacterium phage YoureAdopted,USA,95,95
48105,Mycobacterium phage Yucca,USA,232,232
48106,Mycobacterium phage Yuna,Madagascar,198,198
48107,Mycobacterium phage YungJamal,USA,124,124
48108,Mycobacterium phage Yunkel11,USA,200,200
48109,Mycobacterium phage Zaider,USA,103,103
48110,Mycobacterium phage Zaka,USA,202,202
48111,Mycobacterium phage Zakai,USA,132,132
48112,Mycobacterium phage Zakhe101,South Africa,123,123
48113,Mycobacterium phage Zalkecks,USA,233,233
48114,Mycobacterium phage Zapner,USA,216,216
48115,Mycobacterium phage Zaria,USA,128,128
48116,Mycobacterium phage Zavala,USA,194,194
48117,Mycobacterium phage Zeeculate,South Africa,91,91
48118,Mycobacterium phage Zelda,USA,102,102
48119,Mycobacterium phage Zelink,USA,236,236
48120,Mycobacterium phage ZenTime222,USA,67,67
48121,Mycobacterium phage Zenon,USA,102,102
48122,Mycobacterium phage Zenteno07,USA,106,106
48123,Mycobacterium phage Zephyr,USA,92,92
48124,Mycobacterium phage Zerg,USA,208,208
48125,Mycobacterium phage Zetzy,USA,162,162
48126,Mycobacterium phage Zeuska,USA,93,93
48127,Mycobacterium phage Zilizebeth,USA,83,83
48128,Mycobacterium phage Zimmer,USA,90,90
48129,Mycobacterium phage Zizzle,USA,108,108
48130,Mycobacterium phage ZoeJ,USA,184,184
48131,Mycobacterium phage Zolita,USA,170,170
48132,Mycobacterium phage Zombie,USA,63,63
48133,Mycobacterium phage Zulu,USA,101,101
48134,Mycobacterium phage phiT46-1,USA,156,156
48135,Mycobacterium phage xkcd,USA,149,149
48136,Mycobacterium virus Acadian,USA,194,194
48137,Mycobacterium virus Adawi,USA,196,196
48138,Mycobacterium virus Alice,USA,444,444
48139,Mycobacterium virus Alma,USA,288,288
48140,Mycobacterium virus Anaya,USA,196,196
48141,Mycobacterium virus Angelica,USA,188,188
48142,Mycobacterium virus Apizium,USA,200,200
48143,Mycobacterium virus Ardmore,Ireland,174,174
48144,Mycobacterium virus Arturo,USA,172,172
48145,Mycobacterium virus Astro,USA,198,198
48146,Mycobacterium virus Athena,USA,210,210
48147,Mycobacterium virus Avani,USA,214,214
48148,Mycobacterium virus BBPiebs31,USA,192,192
48149,Mycobacterium virus Babsiella,USA,156,156
48150,Mycobacterium virus Backyardigan,USA,168,168
48151,Mycobacterium virus Baee,USA,192,192
48152,Mycobacterium virus Baka,USA,484,484
48153,Mycobacterium virus Bane1,USA,282,282
48154,Mycobacterium virus Bask21,USA,294,294
48155,Mycobacterium virus Benedict,USA,180,180
48156,Mycobacterium virus Bernal13,USA,120,120
48157,Mycobacterium virus Bernardo,USA,200,200
48158,Mycobacterium virus Bignuz,South Africa,164,164
48159,Mycobacterium virus Billknuckles,USA,172,172
48160,Mycobacterium virus Bongo,USA,264,264
48161,Mycobacterium virus Bron,USA,246,246
48162,Mycobacterium virus BrownCNA,USA,194,194
48163,Mycobacterium virus Brujita,USA,224,224
48164,Mycobacterium virus Bruns,USA,192,192
48165,Mycobacterium virus Brusacoram,USA,156,156
48166,Mycobacterium virus Butters,USA,132,132
48167,Mycobacterium virus Bxz1,South Africa,452,452
48168,Mycobacterium virus Bxz1,USA,6949,6497
48169,Mycobacterium virus Bxz2,USA,166,166
48170,Mycobacterium virus Charlie,USA,136,136
48171,Mycobacterium virus Chrisnmich,USA,200,200
48172,Mycobacterium virus Cornie,USA,202,202
48173,Mycobacterium virus Courthouse,USA,482,482
48174,Mycobacterium virus CrimD,USA,190,190
48175,Mycobacterium virus Cuco,USA,172,172
48176,Mycobacterium virus Cuke,USA,254,254
48177,Mycobacterium virus D29,USA,156,156
48178,Mycobacterium virus Dandelion,South Africa,476,476
48179,Mycobacterium virus DeadP,USA,212,212
48180,Mycobacterium virus Dlane,USA,210,210
48181,Mycobacterium virus Donovan,USA,156,156
48182,Mycobacterium virus Doom,USA,170,170
48183,Mycobacterium virus Dorothy,USA,208,208
48184,Mycobacterium virus DotProduct,USA,196,196
48185,Mycobacterium virus DrLupo,USA,220,220
48186,Mycobacterium virus Drago,USA,206,206
48187,Mycobacterium virus Ericb,USA,194,194
48188,Mycobacterium virus Euphoria,USA,188,188
48189,Mycobacterium virus Eureka,South Africa,290,290
48190,Mycobacterium virus Faith1,USA,655,655
48191,Mycobacterium virus Ff47,Canada,146,146
48192,Mycobacterium virus Fionnbarth,USA,188,188
48193,Mycobacterium virus Firecracker,USA,256,256
48194,Mycobacterium virus Fishburne,USA,154,154
48195,Mycobacterium virus Fowlmouth,USA,240,240
48196,Mycobacterium virus Fruitloop,USA,204,204
48197,Mycobacterium virus GUmbie,USA,208,208
48198,Mycobacterium virus Gadjet,USA,204,204
48199,Mycobacterium virus Gaia,USA,358,358
48200,Mycobacterium virus George,USA,164,164
48201,Mycobacterium virus Giles,USA,493,493
48202,Mycobacterium virus Gladiator,USA,192,192
48203,Mycobacterium virus Godines,Brazil,182,182
48204,Mycobacterium virus Godines,USA,454,272
48205,Mycobacterium virus Goose,USA,172,172
48206,Mycobacterium virus Hammer,USA,208,208
48207,Mycobacterium virus Hawkeye,USA,208,208
48208,Mycobacterium virus Heldan,USA,178,178
48209,Mycobacterium virus HyRo,South Africa,448,448
48210,Mycobacterium virus I3,India,241,241
48211,Mycobacterium virus Ibhubesi,South Africa,206,206
48212,Mycobacterium virus Indlulamithi,South Africa,222,222
48213,Mycobacterium virus JAMaL,USA,196,196
48214,Mycobacterium virus JAWS,USA,188,188
48215,Mycobacterium virus JC27,USA,194,194
48216,Mycobacterium virus JHC117,USA,170,170
48217,Mycobacterium virus Jasper,USA,188,188
48218,Mycobacterium virus Jebeks,USA,150,150
48219,Mycobacterium virus JoeDirt,USA,252,252
48220,Mycobacterium virus KBG,USA,178,178
48221,Mycobacterium virus Konstantine,USA,190,190
48222,Mycobacterium virus Kssjeb,USA,184,184
48223,Mycobacterium virus Kugel,USA,190,190
48224,Mycobacterium virus LHTSCC,USA,360,360
48225,Mycobacterium virus Larva,USA,194,194
48226,Mycobacterium virus Lesedi,South Africa,178,178
48227,Mycobacterium virus Liefie,South Africa,122,122
48228,Mycobacterium virus Littlee,USA,458,458
48229,Mycobacterium virus Lukilu,USA,442,442
48230,Mycobacterium virus MacnCheese,USA,198,198
48231,Mycobacterium virus Malithi,South Africa,158,158
48232,Mycobacterium virus Manad,USA,202,202
48233,Mycobacterium virus Marcell,USA,166,166
48234,Mycobacterium virus Marvin,USA,214,214
48235,Mycobacterium virus Michelle,USA,140,140
48236,Mycobacterium virus Microwolf,USA,170,170
48237,Mycobacterium virus Mosmoris,USA,337,337
48238,Mycobacterium virus Mozy,Mozambique,216,216
48239,Mycobacterium virus Mrgordo,USA,184,184
48240,Mycobacterium virus Muddy,South Africa,142,142
48241,Mycobacterium virus Museum,USA,180,180
48242,Mycobacterium virus Mutaforma13,USA,212,212
48243,Mycobacterium virus Nappy,South Africa,464,464
48244,Mycobacterium virus Nepal,USA,200,200
48245,Mycobacterium virus Nigel,USA,188,188
48246,Mycobacterium virus Oline,India,521,521
48247,Mycobacterium virus Oline,USA,1229,708
48248,Mycobacterium virus Optimus,USA,460,460
48249,Mycobacterium virus Osmaximus,USA,204,204
48250,Mycobacterium virus Pacc40,USA,101,101
48251,Mycobacterium virus Packman,USA,186,186
48252,Mycobacterium virus Panchino,USA,132,132
48253,Mycobacterium virus Papyrus,South Africa,200,200
48254,Mycobacterium virus Patience,Brazil,106,106
48255,Mycobacterium virus Patience,South Africa,326,220
48256,Mycobacterium virus Peaches,USA,1045,1045
48257,Mycobacterium virus Perseus,USA,184,184
48258,Mycobacterium virus Pg1,USA,1945,1945
48259,Mycobacterium virus Phayonce,USA,154,154
48260,Mycobacterium virus Phrann,USA,134,134
48261,Mycobacterium virus Pipsqueaks,USA,216,216
48262,Mycobacterium virus Pixie,USA,200,200
48263,Mycobacterium virus Plot,USA,1497,1497
48264,Mycobacterium virus Predator,USA,184,184
