Species,Host,Count
Omsk hemorrhagic fever virus,Myodes rutilus,2
Omsk hemorrhagic fever virus,Ochlerotatus subdiversus,1
Omsk hemorrhagic fever virus,Ondatra zibethicus,90
Oncorhynchus aquaparamyxovirus,Oncorhynchus tshawytscha,18
Oncorhynchus mykiss ranavirus,Oncorhynchus mykiss,2
Oncorhynchus mykiss-associated papillomavirus 1,Oncorhynchus mykiss,1
Ondatra zibethicus cytomegalovirus 1,Ondatra zibethicus,1
Onega tick phlebovirus,Ixodes persulcatus,14
Onion yellow dwarf virus,Allium ampeloprasum,6
Onion yellow dwarf virus,Allium cepa,60
Onion yellow dwarf virus,Allium cepa var. aggregatum,3
Onion yellow dwarf virus,Allium chinense,1
Onion yellow dwarf virus,Allium fistulosum,2
Onion yellow dwarf virus,Allium sativum,326
Onion yellow dwarf virus,Allium vineale,1
Onion yellow dwarf virus,Amaryllis,4
Onion yellow dwarf virus,Chenopodium quinoa,9
Onion yellow dwarf virus,Lilium,2
Only Syngen Nebraska virus 5,Chlorella variabilis,2
Onohmuvirus pelenecus,activated sludge metagenome,1
Onychoprion fuscatus alphaherpesvirus 1,Onychoprion fuscatus,1
Onyong-nyong virus,Anopheles funestus,1
Onyong-nyong virus,Homo sapiens,2
Operophtera bruceata nucleopolyhedrovirus,Operophtera bruceata,2
Operophtera brumata nucleopolyhedrovirus,Operophtera brumata,5
Opheodrys herpes virus 1,Opheodrys vernalis,1
Ophiocordyceps sinensis mitovirus 1,Ophiocordyceps sinensis,1
Ophiocordyceps sinensis mitovirus 2,Ophiocordyceps sinensis,1
Ophiostoma bicolor endornavirus 1,Ophiostoma bicolor,1
Ophiostoma minus totivirus,Ophiostoma minus,1
Ophiostoma mitovirus 1a,Ophiostoma novo-ulmi,1
Ophiostoma mitovirus 1b,Ophiostoma novo-ulmi,1
Ophiostoma mitovirus 1c,Ophiostoma novo-ulmi,1
Ophiostoma mitovirus 3a,Ophiostoma novo-ulmi,2
Ophiostoma mitovirus 3b,Ophiostoma novo-ulmi,1
Ophiostoma mitovirus 4,Ophiostoma novo-ulmi,2
Ophiostoma mitovirus 7,Ophiostoma novo-ulmi,1
Ophiostoma partitivirus 1,Ophiostoma himal-ulmi,4
Ophiostoma quercus partitivirus,Ulmus carpinifolia,1
Ophiovirus citri,Citrus sinensis,6
Ophiovirus ranunculi,Solanum lycopersicum,16
Ophiovirus ranunculi,Solanum nigrum,4
Ophiovirus vaccinii,Lactuca sativa,1
Ophiovirus vaccinii,Vaccinium corymbosum,17
Ophiovirus vaccinii,Vaccinium myrtillus,2
Ophiusa disjungens nucleopolyhedrovirus,Ophiusa disjungens,1
Ophrys amalgavirus 1,Ophrys fusca subsp. iricolor,1
Ophrys fusca amalgavirus 1,Ophrys fusca subsp. iricolor,1
Opistofel virus,Opisthorchis felineus,1
Opium poppy mosaic associated virus,Papaver somniferum,1
Opium poppy mosaic virus,Papaver rhoeas,1
Opium poppy mosaic virus,Papaver somniferum,3
Opium poppy mosaic virus,Tropaeolum majus,1
Oplegnathus punctatus iridovirus,Oplegnathus punctatus,1
Oplegnathus punctatus nervous necrosis virus,Oplegnathus punctatus,1
Opossum tetraparvovirus,Didelphis albiventris,1
Opossum torque teno virus,Didelphis albiventris,1
Opsiphanes invirae iflavirus 1,Opsiphanes invirae,2
Opuntia umbra-like virus,Cannabis sativa,2
Opuntia umbra-like virus,Opuntia ficus-indica,1
Opuntia virus 1,Coccoidea,18
Opuntia virus 1,Cylindropuntia,1
Opuntia virus 1,Cylindropuntia arbuscula,2
Opuntia virus 1,Cylindropuntia echinocarpa,1
Opuntia virus 1,Cylindropuntia spinosior,2
Opuntia virus 1,Lophocereus schottii,3
Opuntia virus 1,Opuntia,6
Opuntia virus 1,Opuntia aureispina,1
Opuntia virus 1,Opuntia basilaris,5
Opuntia virus 1,Opuntia brasiliensis,3
Opuntia virus 1,Opuntia cespitosa,6
Opuntia virus 1,Opuntia echios var. echios,8
Opuntia virus 1,Opuntia engelmannii,6
Opuntia virus 1,Opuntia mackensenii,2
Opuntia virus 1,Opuntia martiniana,1
Opuntia virus 1,Opuntia phaeacantha,1
Opuntia virus 1,Opuntia robusta,3
Opuntia virus 1,Opuntia rufida,2
Opuntia virus 1,Opuntia santa-rita,2
Opuntia virus 1,Opuntia stenopetala,5
Opuntia virus 1,Opuntia tapona,1
Opuntia virus 1,Opuntia x rooneyi,1
Opuntia virus 2,Opuntia,6
Opuntia virus 2,Opuntia basilaris,4
Opuntia virus 2,Opuntia engelmannii,6
Opuntia virus 2,Opuntia engelmannii var. aciculata,3
Opuntia virus 2,Opuntia ficus-indica,15
Opuntia virus 2,Opuntia microdasys,5
Opuntia virus 2,Opuntia phaeacantha,6
Opuntia virus 2,Opuntia santa-rita,8
Opuntia virus H,Opuntia ficus-indica,1
Opuntia virus H,Ulmus laevis,1
Opuntia virus X,Opuntia albicarpa (nom. inval.),1
Opuntia virus X,Opuntia ficus-indica,9
Opuntia virus X,Schlumbergera truncata,1
Ora Rivulet insect-associated polycipivirus,Coquillettidia richiardii,1
Orbivirus JKT-8132,Culex vishnui,6
Orbivirus JKT-8132,Culicidae,1
Orbivirus PREDICT_Orbi-6,Macaca mulatta,5
Orbivirus SX-2017a,Culex tritaeniorhynchus,20
Orbivirus sp.,Afronycteris nana,1
Orbivirus sp.,Taphozous melanopogon,4
Orca astrovirus 1,Orcinus orca,1
Orca polyomavirus,Orcinus orca,1
Orchesella springtail adintovirus,Orchesella cincta,1
Orchid fleck dichorhavirus,Alcea rosea,1
Orchid fleck dichorhavirus,Aspidistra elatior,1
Orchid fleck dichorhavirus,Calanthe,2
Orchid fleck dichorhavirus,Calanthe triplicata,1
Orchid fleck dichorhavirus,Citrus,2
Orchid fleck dichorhavirus,Citrus aurantium,2
Orchid fleck dichorhavirus,Citrus jambhiri,6
Orchid fleck dichorhavirus,Citrus latifolia,4
Orchid fleck dichorhavirus,Citrus reticulata,2
Orchid fleck dichorhavirus,Citrus sinensis,13
Orchid fleck dichorhavirus,Citrus x paradisi,1
Orchid fleck dichorhavirus,Cordyline fruticosa,1
Orchid fleck dichorhavirus,Cymbidium,16
Orchid fleck dichorhavirus,Cymbidium hybrid cultivar,2
Orchid fleck dichorhavirus,Dendrobium,3
Orchid fleck dichorhavirus,Dendrobium moschatum,1
Orchid fleck dichorhavirus,Liriope muscari,3
Orchid fleck dichorhavirus,Liriope spicata,1
Orchid fleck dichorhavirus,Maxillaria luteograndiflora,2
Orchid fleck dichorhavirus,Miltonia,1
Orchid fleck dichorhavirus,Oncidium,2
Orchid fleck dichorhavirus,Oncidium maculatum,1
Orchid fleck dichorhavirus,Orchidaceae,2
Orchid fleck dichorhavirus,Phalaenopsis,3
Orchid fleck dichorhavirus,Smilax auriculata,11
Orchid fleck dichorhavirus,Trichopilia,1
Orcinus orca papillomavirus SW2001/234,Orcinus orca,1
Ord River hapavirus,Culex annulirostris,3
Ordinary reptarenavirus,Boa constrictor,4
Oreina cacaliae mononega-like virus,Oreina cacaliae,1
Oreochromis mossambicus nervous necrosis virus,Oreochromis mossambicus,1
Oreochromis niloticus nervous necrosis virus,Oreochromis niloticus,4
Oreochromis niloticus virus LB-2007,Oreochromis niloticus,1
Oreolalax rhodostigmatus papillomavirus 1,Oreolalax rhodostigmatus,1
Orestiada partiti-like virus,Anopheles algeriensis,1
Orf virus,Antilope cervicapra,1
Orf virus,Bos taurus,5
Orf virus,Bovidae,21
Orf virus,Budorcas taxicolor,2
Orf virus,Camelus,11
Orf virus,Camelus dromedarius,6
Orf virus,Capra,1
Orf virus,Capra hircus,890
Orf virus,Capra ibex,22
Orf virus,Capricornis crispus,16
Orf virus,Cervidae,1
Orf virus,Homo sapiens,33
Orf virus,Odocoileus hemionus,1
Orf virus,Odocoileus hemionus sitkensis,2
Orf virus,Oreamnos americanus,32
Orf virus,Ovibos moschatus,36
Orf virus,Ovis aries,432
Orf virus,Ovis dalli,12
Orf virus,Rangifer tarandus,13
Orf virus,Rangifer tarandus caribou,3
Orf virus,Rangifer tarandus tarandus,21
Orf virus,Rupicapra rupicapra,46
Orgi virus,Orgyia pseudotsugata,3
Orgyia antiqua nucleopolyhedrovirus,Orgyia antiqua,4
Orgyia mixta nucleopolyhedrovirus,Bracharoa mixta,3
Orgyia pseudotsugata multiple nucleopolyhedrovirus,Lymantriinae,2
Orgyia pseudotsugata single capsid nuclopolyhedrovirus,Orgyia pseudotsugata,1
Oriboca orthobunyavirus,Culex taeniopus,1
Oriboca orthobunyavirus,Culicidae,3
Oriboca orthobunyavirus,Homo sapiens,2
Oriboca orthobunyavirus,Hylaeamys megacephalus,1
Oriboca orthobunyavirus,Mus,5
Oriboca orthobunyavirus,Mus musculus,3
Oriboca orthobunyavirus,Platyrrhini,3
Oriboca orthobunyavirus,Sapajus apella,15
Oriental small-clawed otter gammaherpesvirus,Aonyx cinereus,1
Orientalis fluke virus,Metorchis orientalis,1
Orinoco orinovirus,Pasiphila rectangulata,2
Oriolus adenovirus,Oriolus chinensis,1
Orion durna-like virus 1,Gambierdiscus carpenteri,1
Orivirus A,Gallus gallus,1
Ornamental onion stripe mosaic virus,Allium giganteum,1
Ornamental onion stripe mosaic virus,Allium loratum,1
Ornate chorus frog influenza-like virus,Microhyla fissipes,7
Ornithogalum cuspidatum mosaic virus,Ornithogalum cuspidatum,1
Ornithogalum mosaic virus,Crocus,1
Ornithogalum mosaic virus,Eliokarmos dubius,1
Ornithogalum mosaic virus,Gladiolus,9
Ornithogalum mosaic virus,Iris,4
Ornithogalum mosaic virus,Iris tingitana,1
Ornithogalum mosaic virus,Iris x hollandica,1
Ornithogalum mosaic virus,Iris xiphium,1
Ornithogalum mosaic virus,Lachenalia,8
Ornithogalum mosaic virus,Lachenalia aloides,1
Ornithogalum mosaic virus,Narcissus,1
Ornithogalum mosaic virus,Ornithogalum,44
Ornithogalum mosaic virus,Ornithogalum thyrsoides,3
Ornithogalum mosaic virus,Vanilla planifolia,2
Ornithogalum virus 2,Ornithogalum,10
Ornithogalum virus 2,Ornithogalum thyrsoides,3
Ornithogalum virus 3,Eucomis,1
Ornithogalum virus 3,Lachenalia,3
Ornithogalum virus 3,Ornithogalum,3
Ornithogalum virus 3,Ornithogalum thyrsoides,3
Ornithogalum virus 3,Veltheimia bracteata,1
Ornithogalum virus 4,Ornithogalum,1
Ornithogalum virus 5,Ornithogalum thyrsoides,1
Orobanche cernua secovirus,Orobanche cernua var. cumana,2
Orogrande virus,Neotoma micropus,1
Oropouche orthobunyavirus,Aedes aegypti,1
Oropouche orthobunyavirus,Bradypus tridactylus,20
Oropouche orthobunyavirus,Callithrix penicillata,6
Oropouche orthobunyavirus,Callithrix sp.,3
Oropouche orthobunyavirus,Cebus sp.,3
Oropouche orthobunyavirus,Culex quinquefasciatus,19
Oropouche orthobunyavirus,Culicoides paraensis,7
Oropouche orthobunyavirus,Homo sapiens,406
Oropouche orthobunyavirus,Ochlerotatus serratus,6
Oropouche orthobunyavirus,Platyrrhini,1
Oropsylla silantiewi mononega-like virus 2,Oropsylla silantiewi,1
Orsay virus,Caenorhabditis elegans,4
Orthoavulavirus sp.,Arenaria interpres,2
Orthoavulavirus sp.,Galliformes,1
Orthobornavirus alphapsittaciforme,Amazona sp.,1
Orthobornavirus alphapsittaciforme,Nymphicus hollandicus,1
Orthobornavirus alphapsittaciforme,Pyrrhura rhodocephala,1
Orthobornavirus alphapsittaciforme,Trichoglossus moluccanus,1
Orthobornavirus betapsittaciforme,Eclectus roratus,1
Orthobornavirus serini,Serinus canaria,45
Orthobunyavirus Abbeylake,Culex modestus,2
Orthobunyavirus FSL2923,Homo sapiens,3
Orthobunyavirus sp.,Culicoides,3
Orthobunyavirus sp.,Homo sapiens,183
Orthobunyavirus sp.,Mansonia uniformis,5
Orthohantavirus sp.,Apodemus agrarius,44
Orthohantavirus sp.,Apodemus peninsulae,5
Orthohantavirus sp.,Bandicota indica,24
Orthohantavirus sp.,Homo sapiens,9
Orthohantavirus sp.,Mus musculus,11
Orthohantavirus sp.,Peromyscus leucopus,3
Orthohantavirus sp.,Rattus,28
Orthohantavirus sp.,Rattus exulans,6
Orthohantavirus sp.,Rattus norvegicus,224
Orthohantavirus sp.,Rattus tanezumi,1
Orthohantavirus sp.,Reithrodontomys creper,2
Orthohantavirus sp.,Reithrodontomys mexicanus,2
Orthohantavirus sp.,Soricidae,1
Orthohantavirus sp.,Zygodontomys brevicauda,3
Orthohepadnavirus sp.,Trachurus trachurus,1
Orthohepevirus A,Alces alces,13
Orthohepevirus A,Alces americanus,6
Orthohepevirus A,Apodemus flavicollis,1
Orthohepevirus A,Balearica pavonina,1
Orthohepevirus A,Bandicota indica,4
Orthohepevirus A,Bos grunniens,1
Orthohepevirus A,Bos taurus,73
Orthohepevirus A,Callithrix jacchus,2
Orthohepevirus A,Camelus,1
Orthohepevirus A,Camelus bactrianus,14
Orthohepevirus A,Camelus dromedarius,27
Orthohepevirus A,Canis,1
Orthohepevirus A,Capra hircus,42
Orthohepevirus A,Capreolus capreolus,10
Orthohepevirus A,Cervidae,12
Orthohepevirus A,Cervus elaphus,5
Orthohepevirus A,Cervus nippon,1
Orthohepevirus A,Cervus nippon nippon,1
Orthohepevirus A,Crocidura olivieri,1
Orthohepevirus A,Egretta garzetta,1
Orthohepevirus A,Equus asinus,18
Orthohepevirus A,Equus caballus,2
Orthohepevirus A,Falco tinnunculus,2
Orthohepevirus A,Falco vespertinus,1
Orthohepevirus A,Gallus gallus,1
Orthohepevirus A,Homo sapiens,10673
Orthohepevirus A,Lagomorpha,14
Orthohepevirus A,Lama guanicoe,1
Orthohepevirus A,Lepus europaeus,1
Orthohepevirus A,Lophura nycthemera,1
Orthohepevirus A,Macaca fascicularis,19
Orthohepevirus A,Macaca fuscata,1
Orthohepevirus A,Macaca mulatta,9
Orthohepevirus A,Maxomys surifer,1
Orthohepevirus A,Microtus arvalis,24
Orthohepevirus A,Mus musculus,2
Orthohepevirus A,Mus spretus,1
Orthohepevirus A,Mustela lutreola,5
Orthohepevirus A,Mustela putorius furo,36
Orthohepevirus A,Myodes glareolus,1
Orthohepevirus A,Neofelis nebulosa,1
Orthohepevirus A,Neovison vison,4
Orthohepevirus A,Oryctolagus cuniculus,623
Orthohepevirus A,Ovis aries,27
Orthohepevirus A,Paguma larvata,1
Orthohepevirus A,Panthera tigris tigris,2
Orthohepevirus A,Passeridae,1
Orthohepevirus A,Pecari tajacu,2
Orthohepevirus A,Platanistidae,5
Orthohepevirus A,Rattus,23
Orthohepevirus A,Rattus exulans,2
Orthohepevirus A,Rattus flavipectus,2
Orthohepevirus A,Rattus losea,3
Orthohepevirus A,Rattus norvegicus,205
Orthohepevirus A,Rattus rattus,283
Orthohepevirus A,Rattus rattus alexandrinus,4
Orthohepevirus A,Rattus sp.,1
Orthohepevirus A,Rattus tanezumi,14
Orthohepevirus A,Rattus tiomanicus,1
Orthohepevirus A,Simiiformes,7
Orthohepevirus A,Soricidae,1
Orthohepevirus A,Suidae,12
Orthohepevirus A,Suncus murinus,11
Orthohepevirus A,Sundamys muelleri,1
Orthohepevirus A,Sus scrofa,3960
Orthohepevirus A,Sus scrofa domesticus,782
Orthohepevirus A,Sus scrofa leucomystax,159
Orthohepevirus A,Sus scrofa scrofa,18
Orthohepevirus A,Tupaia glis,2
Orthohepevirus A,Ursus americanus,1
Orthohepevirus A,Ursus arctos syriacus,1
Orthohepevirus A,Urva javanica,2
Orthohepevirus A,Vulpes vulpes,2
Orthohepevirus B,Anas platyrhynchos,2
Orthohepevirus B,Anatidae,4
Orthohepevirus B,Anser sp.,1
Orthohepevirus B,Buteo,2
Orthohepevirus B,Columbidae,12
Orthohepevirus B,Gallus gallus,332
Orthohepevirus B,Gyps himalayensis,1
Orthohepevirus B,Oryctolagus cuniculus,2
Orthohepevirus B,Strigidae,2
Orthohepevirus B,Turdidae,2
Orthohepevirus C,Apodemus chevrieri,58
Orthohepevirus C,Eothenomys chinensis,1
Orthohepevirus C,Eothenomys melanogaster,4
Orthohepevirus C,Homo sapiens,11
Orthohepevirus C,Mustela putorius,2
Orthohepevirus C,Mustela putorius furo,59
Orthohepevirus C,Ochotona curzoniae,1
Orthohepevirus C,Rattus norvegicus,17
Orthohepevirus D,Eptesicus serotinus,2
Orthomyxoviridae sp.,Aedes notoscriptus,6
Orthomyxoviridae sp.,Culicoides puncticollis,4
Orthomyxoviridae sp.,Dermacentor everestianus,1
Orthomyxoviridae sp.,Haemaphysalis concinna,2
Orthomyxoviridae sp.,Haemaphysalis hystricis,3
Orthomyxoviridae sp.,Haemaphysalis japonica,1
Orthomyxoviridae sp.,Haemaphysalis longicornis,23
Orthomyxoviridae sp.,Haemaphysalis montgomeryi,3
Orthomyxoviridae sp.,Nycteribiidae,7
Orthomyxoviridae sp.,Rhipicephalus sanguineus,3
Orthomyxoviridae sp.,Rhipicephalus turanicus,1
Orthonairovirus sp.,Crocidura goliath,44
Orthonairovirus sp.,Lemniscomys striatus,1
Orthonairovirus sp.,Mus minutoides,6
Orthonairovirus sp.,Oenomys hypoxanthus,2
Orthonairovirus sp.,Praomys misonnei,11
Orthonairovirus sp.,Rattus rattus,5
Orthonairovirus sp.,Rodentia,4
Orthonairovirus sp.,Soricidae,3
Orthopicobirnavirus hominis,Homo sapiens,8
Orthopneumovirus sp.,Bos taurus,1
Orthopoxvirus GCP2010,Homo sapiens,9
Orthopoxvirus GCP2013,Homo sapiens,9
Orthopoxvirus Tena Dona,Homo sapiens,9
Orthopoxvirus sp.,Felis catus,10
Orthopoxvirus sp.,Macaca tonkeana,10
Orthopteran anphevirus,Orthoptera,2
Orthopteran chu-related virus OKIAV116,Tetrix subulata,1
Orthopteran chu-related virus OKIAV152,Phymateus viridipes,2
Orthopteran flavi-related virus,Dictyophorus griseus,1
Orthopteran flavi-related virus,Phymateus viridipes,1
Orthopteran flavi-related virus,Stenoscepa,1
Orthopteran miniambidensovirus 1,Gryllidae,2
Orthopteran orthomyxo-related virus OKIAV160,Nippancistroger testaceus,1
Orthopteran orthomyxo-related virus OKIAV207,Atractomorpha sp.,1
Orthopteran scindoambidensovirus 1,Acheta domesticus,9
Orthopteran scindoambidensovirus 1,Gryllodes sigillatus,1
Orthoreovirus P022T /pangolin/2018,Pholidota,2
Orthoreovirus sp.,Eonycteris spelaea,2
Orthoreovirus sp.,Gallus gallus,61
Orungo virus,Homo sapiens,31
Orycavirus sp.,Oryctolagus cuniculus,1
Oryctes rhinoceros nudivirus,Oryctes rhinoceros,25
Oryctes rhinoceros nudivirus,Trypoxylus dichotomus,1
Oryctes rhinoceros picorna-like virus 1,Oryctes rhinoceros,1
Oryza rufipogon alphaendornavirus,Oryza rufipogon,2
Oryza sativa alphaendornavirus,Oryza sativa,1
Oryza sativa alphaendornavirus,Oryza sativa Japonica Group,3
Oscivirus A,Copsychus saularis,3
Oscivirus A,Turdus hortulorum,3
Osedax japonicus RNA virus 1,Osedax japonicus,4
Osigowavirus insecticola,activated sludge metagenome,1
Osterfarnebo virus,Culex,1
Ostichthys japonicus nervous necrosis virus,Ostichthys japonicus,1
Ostrekin virus,Pygoscelis adeliae,1
Ostreococcus lucimarinus virus 1,Ostreococcus sp. 'lucimarinus',3
Ostreococcus lucimarinus virus 2,Ostreococcus sp. 'lucimarinus',2
Ostreococcus lucimarinus virus 7,Ostreococcus sp. 'lucimarinus',3
Ostreococcus lucimarinus virus OlV155,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV158,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV164,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV3,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV349,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV350,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV359,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV360,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV364,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV368,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV4,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV402,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV458,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV462,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV464,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV465,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV466,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV467,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV468,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV470,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV5,Ostreococcus sp. 'lucimarinus',2
Ostreococcus lucimarinus virus OlV536,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV537,Ostreococcus sp. 'lucimarinus',1
Ostreococcus lucimarinus virus OlV6,Ostreococcus sp. 'lucimarinus',1
Ostreococcus mediterraneus virus 1,Ostreococcus mediterraneus,2
Ostreococcus mediterraneus virus 2,Ostreococcus mediterraneus,1
Ostreococcus sp. virus,Ostreococcus sp.,32
Ostreococcus tauri virus 2,Ostreococcus,2
Ostreococcus tauri virus 2,Ostreococcus sp. RCC356,2
Ostreococcus tauri virus 2,Ostreococcus tauri,188
Ostreococcus tauri virus OtV5,Ostreococcus tauri,2
Ostreococcus tauri virus RT-2011,Ostreococcus tauri,18
Ostreococcus virus,Ostreococcus,2
Ostreococcus virus,Ostreococcus sp. RCC344,2
Ostreococcus virus,Ostreococcus sp. RCC356,1
Ostreococcus virus,Ostreococcus tauri,2
Ostreococcus virus O356V303,Ostreococcus sp. RCC356,1
Ostreococcus virus OtV09_559,Ostreococcus tauri,1
Ostreococcus virus OtV102,Ostreococcus,1
Ostreococcus virus OtV113,Ostreococcus,1
Ostreococcus virus OtV121,Ostreococcus,1
Ostreococcus virus OtV126,Ostreococcus,1
Ostreococcus virus OtV21,Ostreococcus,1
Ostreococcus virus OtV22,Ostreococcus,1
Ostreococcus virus OtV23,Ostreococcus,1
Ostreococcus virus OtV29,Ostreococcus,1
Ostreococcus virus OtV3,Ostreococcus,1
Ostreococcus virus OtV52,Ostreococcus,1
Ostreococcus virus OtV63,Ostreococcus,1
Ostreococcus virus OtV64,Ostreococcus,1
Ostreococcus virus OtV65,Ostreococcus,1
Ostreococcus virus OtV66,Ostreococcus,1
Ostreococcus virus OtV67,Ostreococcus,1
Ostreococcus virus OtV72,Ostreococcus,1
