Species,Host,Count
Mandarivirus sp.,Citrus sinensis,1
Mandrill polyomavirus,Mandrillus sphinx,1
Mandrilline betaherpesvirus 1,Mandrillus leucophaeus,81
Mandrillus betaherpesvirus,Mandrillus sphinx,1
Mandrillus cytomegalovirus,Mandrillus leucophaeus,1
Mandrillus cytomegalovirus,Mandrillus sphinx,4
Mandrillus sphinx adenovirus,Mandrillus sphinx,1
Mandrillus sphinx lymphocryptovirus 2,Mandrillus sphinx,1
Mangifera indica latent virus,Mangifera indica,4
Manglie virus,Culex pipiens,3
Manglie virus,Culex tritaeniorhynchus,3
Mangshi virus,Culex tritaeniorhynchus,12
Mangshi virus,Hystricidae,12
Mangshi virus,Paguma larvata,12
Manhattan parechovirus,Rattus norvegicus,2
Manihot esculenta associated ampelovirus 1,Manihot esculenta,59
Manihot esculenta associated ampelovirus 2,Manihot esculenta,46
Manila clam xenomavirus,Ruditapes philippinarum,9
Manis javanica papillomavirus 1,Manis javanica,24
Manis javanica papillomavirus 1,Manis pentadactyla,2
Manis pentadactyla papillomavirus 1,Manis pentadactyla,1
Manitoba hapavirus,Culex tarsalis,23
Manly virus,Amblyomma moreliae,2
Mannheimia phage vB_MhM_3927AP2,Mannheimia haemolytica,100
Mannheimia phage vB_MhM_587AP1,Mannheimia haemolytica,102
Mannheimia phage vB_MhS_1152AP2,Mannheimia haemolytica,158
Mannheimia phage vB_MhS_3927AP1,Mannheimia haemolytica,83
Mannheimia phage vB_MhS_535AP2,Mannheimia haemolytica,158
Mannheimia phage vB_MhS_587AP2,Mannheimia haemolytica,154
Mannheimia virus 1127AP1,Mannheimia haemolytica,104
Mannheimia virus PHL101,Mannheimia haemolytica,304
Manrohovirus lutadaptatum,activated sludge metagenome,3
Mansonia flavivirus,Mansonia,1
Mansourli virus 1,Schistosoma mansoni,1
Mansourli virus 2,Schistosoma mansoni,1
Mansystermes virus,Mastotermes darwiniensis,2
Mantodean phenui-related virus OKIAV283,Mantis religiosa,1
Manych virus,Homo sapiens,2
Manzanilla orthobunyavirus,Alouatta seniculus,3
Manzanilla orthobunyavirus,Culex tritaeniorhynchus,3
Maple mottle-associated virus,Acer pseudoplatanus,6
Maporal orthohantavirus,Oligoryzomys fulvescens,7
Mapputta orthobunyavirus,Anopheles meraukensis,6
Maprik orthobunyavirus,Verrallina funerea,6
Mapuera orthorubulavirus,Sturnira lilium,18
Maracuja mosaic virus,Passiflora edulis,8
Marble sleepy goby iridovirus,Oxyeleotris marmorata,1
Marbled eel polyomavirus,Anguilla marmorata,44
Marbled eel reovirus,Anguilla marmorata,13
Marburg marburgvirus,Cavia porcellus,7
Marburg marburgvirus,Chiroptera,12
Marburg marburgvirus,Chlorocebus aethiops,35
Marburg marburgvirus,Hipposideros caffer,2
Marburg marburgvirus,Homo sapiens,442
Marburg marburgvirus,Mesocricetus auratus,7
Marburg marburgvirus,Mus musculus,14
Marburg marburgvirus,Rousettus aegyptiacus,242
Marco hapavirus,Ameiva ameiva,16
Maribacter phage Colly_1,Maribacter forsetii,386
Maribacter phage Molly_1,Maribacter forsetii,400
Maribacter phage Molly_2,Maribacter forsetii,200
Maribacter phage Molly_3,Maribacter forsetii,200
Maribacter phage Molly_4,Maribacter forsetii,200
Maribacter phage Molly_5,Maribacter forsetii,200
Mariental mammarenavirus,Micaelamys namaquensis,9
Marigold cryptic virus,Calendula,2
Marigold mosaic virus,Calendula,1
Marine birnavirus,Paralichthys olivaceus,1
Marine snail associated circular virus,Gastropoda,4
Marinitoga camini virus 1,Marinitoga camini,77
Marinitoga camini virus 2,Marinitoga camini,70
Marinobacter phage AS1,Marinobacter,52
Marinobacter phage PS3,Marinobacter,54
Marinobacter phage PS6,Marinobacter,80
Marinomonas phage CPG1g,Marinomonas mediterranea,50
Marinomonas phage MfV,Marinomonas,20
Marinomonas phage P12026,Marinomonas,109
Marinomonas phage YY,Marinomonas sp.,4
Marinomonas virus CB5A,Marinomonas sp.,108
Marinomonas virus CPP1m,Marinomonas mediterranea,100
Maripa hantavirus,Homo sapiens,6
Maripa hantavirus,Oligoryzomys fulvescens,3
Maripa hantavirus,Zygodontomys brevicauda,4
Marisma mosquito virus,Ochlerotatus caspius,10
Marituba orthobunyavirus,Artibeus jamaicensis,4
Marituba orthobunyavirus,Culex,16
Marituba orthobunyavirus,Culex accelerans,4
Marituba orthobunyavirus,Culex cedecei,5
Marituba orthobunyavirus,Culex erraticus,1
Marituba orthobunyavirus,Homo sapiens,4
Marituba orthobunyavirus,Mus,4
Marituba orthobunyavirus,Rodentia,1
Marituba orthobunyavirus,Sapajus apella,36
Marmoset adenovirus 1.1,Callithrix,1
Marmoset adenovirus 1.2,Callithrix geoffroyi,1
Marmot adenovirus,Marmota caudata,1
Marmot associated feces circular DNA molecule 1,Marmota flaviventris,1
Marmot associated feces circular DNA molecule 2,Marmota flaviventris,1
Marmot associated feces circular DNA molecule 3,Marmota flaviventris,1
Marmot associated feces circular DNA molecule 4,Marmota flaviventris,1
Marmot associated feces virus 1,Marmota flaviventris,3
Marmot associated feces virus 2,Marmota flaviventris,2
Marmot associated feces virus 3,Marmota flaviventris,8
Marmot associated feces virus 4,Marmota flaviventris,20
Marmot associated feces virus 5,Marmota flaviventris,2
Marmot associated feces virus 6,Marmota flaviventris,2
Marmot associated genomovirus 1,Marmota flaviventris,2
Marmot associated genomovirus 2,Marmota flaviventris,6
Marmot associated genomovirus 3,Marmota flaviventris,2
Marmot associated genomovirus 4,Marmota flaviventris,4
Marmot associated torque teno virus,Marmota flaviventris,3
Marmot astrovirus,Marmota caudata,3
Marmot astrovirus 1,Marmota himalayana,3
Marmot astrovirus 2,Marmota himalayana,3
Marmot astrovirus 3,Marmota himalayana,3
Marmot astrovirus 4,Marmota himalayana,3
Marmot astrovirus 5,Marmota himalayana,3
Marmot astrovirus 6,Marmota himalayana,3
Marmot cardiovirus,Marmota caudata,1
Marmot cardiovirus,Marmota himalayana,1
Marmot enterovirus,Marmota caudata,1
Marmot enterovirus,Marmota himalayana,1
Marmot herpesvirus 1,Marmota marmota,89
Marmot kobuvirus,Marmota caudata,1
Marmot kobuvirus,Marmota himalayana,3
Marmot mosavirus,Marmota caudata,1
Marmot mosavirus,Marmota himalayana,1
Marmot norovirus,Marmota himalayana,2
Marmot picobirnavirus,Marmota himalayana,596
Marmot picobirnavirus,Rhombomys opimus,6
Marmot picobirnavirus,Sus scrofa,1
Marmot rotavirus,Marmota caudata,1
Marmot sapelovirus 1,Marmota himalayana,1
Marmot sapelovirus 2,Marmota himalayana,1
Marmot sapovirus,Marmota himalayana,1
Marr virus,Pygoscelis adeliae,2
Marsac virus,Scaptodrosophila deflexa,2
Marseillevirus JP-2020,Acanthamoeba castellanii,14
Marseillevirus KS-2019,Acanthamoeba castellanii,8
Marseillevirus UJ-2019,Acanthamoeba castellanii,7
Marseillevirus marseillevirus,Acanthamoeba castellanii,856
Marseillevirus sp.,Acanthamoeba castellanii,423
Marskhivirus piscicola,activated sludge metagenome,3
Marsupenaeus japonicus endogenous nimavirus,Penaeus japonicus,144
Marsupial adeno-associated virus 1,Metatheria,2
Martavirus lutenecus,activated sludge metagenome,3
Martellivirales sp.,Citrus,10
Marten adenovirus type 1,Martes martes,17
Marten adenovirus type 2,Martes martes,1
Marten alphaherpesvirus,Martes americana,3
Marten alphaherpesvirus 1,Martes americana,5
Marten alphaherpesvirus 2,Martes americana,6
Marten betaherpesvirus,Martes americana,4
Marten gammaherpesvirus 1,Martes americana,1
Marten gammaherpesvirus 2,Martes americana,1
Marten gammaherpesvirus 4,Martes americana,3
Martes foina papillomavirus 1,Martes foina,7
Maser virus,Mastomys erythroleucus,1
Mashua virus Y,Tropaeolum tuberosum,3
Mason Creek virus,Cyanocitta cristata,6
Mason-Pfizer monkey virus,Chlorocebus aethiops,1
Mason-Pfizer monkey virus,Macaca fascicularis,10
Mason-Pfizer monkey virus,Macaca mulatta,17
Mason-Pfizer monkey virus,Mandrillus sphinx,4
Mason-Pfizer monkey virus,Papio cynocephalus,2
Massilia phlebovirus,Phlebotomus perniciosus,23
Massilia-like phlebovirus MB202,Phlebotomus perniciosus,1
Mastadenovirus ferret/FRAdV/UI/2012,Mustela putorius furo,1
Mastadenovirus sp.,Afronycteris nana,1
Mastadenovirus sp.,Chalinolobus gouldii,27
Mastadenovirus sp.,Cricetomys,2
Mastadenovirus sp.,Homo sapiens,105
Mastadenovirus sp.,Hybomys,1
Mastadenovirus sp.,Laephotis capensis,3
Mastadenovirus sp.,Myotis velifer,3
Mastadenovirus sp.,Neoromicia,4
Mastadenovirus sp.,Neoromicia helios,1
Mastadenovirus sp.,Praomys mutoni,1
Mastadenovirus sp. CMR-0202,Praomys misonnei,1
Mastadenovirus sp. CMR-5173,Lophuromys nudicaudus,1
Mastadenovirus sp. CMR-5306,Praomys misonnei,1
Mastadenovirus sp. CMR-5321,Mus setulosus,1
Mastadenovirus sp. CMR-5323,Praomys jacksoni,1
Mastadenovirus sp. CMR-5338,Praomys jacksoni,1
Mastadenovirus sp. CMR-5339,Praomys jacksoni,1
Mastadenovirus sp. CMR-5475,Sylvisorex,1
Mastadenovirus sp. CMR-5476,Lophuromys nudicaudus,1
Mastadenovirus sp. CMR-5478,Lophuromys nudicaudus,1
Mastadenovirus sp. CMR-5482,Sylvisorex,1
Mastadenovirus sp. CMR-5492,Lophuromys nudicaudus,1
Mastadenovirus sp. CMR-5493,Lophuromys nudicaudus,1
Mastadenovirus sp. CMR-5558,Praomys misonnei,1
Mastadenovirus sp. CMR-5763,Praomys misonnei,1
Mastadenovirus sp. CMR-5775,Praomys petteri,1
Mastadenovirus sp. CMR-5812,Lophuromys nudicaudus,1
Mastadenovirus sp. CMR-5922,Lophuromys nudicaudus,1
Mastadenovirus sp. CMR-5937,Mus setulosus,1
Mastadenovirus sp. CMR-5944,Gerbilliscus sp.,1
Mastadenovirus sp. CMR-5950,Lophuromys,1
Mastadenovirus sp. CMR-6044,Thryonomys gregorianus,1
Mastadenovirus sp. CMR-6260,Mus sp. CL-2019,1
Mastadenovirus sp. CMR-6277,Mus sp. CL-2019,1
Mastadenovirus sp. CMR-6284,Mastomys natalensis,1
Mastic virus Y,Pistacia lentiscus,3
Mastomys natalensis adenovirus,Mastomys natalensis,2
Mastomys natalensis cytomegalovirus 3,Mastomys natalensis,4
Mastomys natalensis polyomavirus,Mastomys natalensis,2
Mastomys natalensis polyomavirus 1,Mastomys natalensis,12
Mastomys natalensis polyomavirus 2,Mastomys natalensis,24
Mastomys natalensis polyomavirus 3,Mastomys natalensis,14
Mastomys natalensis rhadinovirus 1,Mastomys natalensis,6
Mastrevirus sp.,Spermatophyta,4
Matariya virus,Curruca curruca,8
Matlapitsi bat lyssavirus,Miniopterus natalensis,2
Matlo bat lyssavirus,Miniopterus natalensis,5
Matonaviridae sp.,Proechimys cuvieri,5
Matruh orthobunyavirus,Curruca curruca,3
Matryoshka RNA virus 1,Plasmodium vivax,6
Matryoshka RNA virus 2,Leucocytozoon sp.,3
Matryoshka RNA virus 3,Leucocytozoon,1
Matryoshka RNA virus 4,Parahaemoproteus,1
Matsumuraeses phaseoli granulovirus,Matsumuraeses phaseoli,128
Matucare virus,Otobius megnini,1
Mavingoni virus,Bos taurus,9
Mawson virus,Pygoscelis adeliae,3
Mayapan virus,Coquillettidia richiardii,2
Mayapan virus,Psorophora ferox,3
Mayaro virus,Aedes aegypti,3
Mayaro virus,Arthropoda,14
Mayaro virus,Coquillettidia venezuelensis,3
Mayaro virus,Culex,3
Mayaro virus,Culex quinquefasciatus,2
Mayaro virus,Haemagogus,2
Mayaro virus,Haemagogus janthinomys,9
Mayaro virus,Homo sapiens,136
Mayaro virus,Icterus spurius,2
Mayaro virus,Simiiformes,1
Mayfield virus 1,Bombus sp.,1
Mayfield virus 1,Insecta,2
Mayfield virus 2,Bombus sp.,1
Maypo virus,Arenaria interpres,4
Mayzas noda-like virus,Coquillettidia richiardii,2
Mburo virus,Coquillettidia metallica,2
Meaban-like virus,Ornithodoros maritimus,6
Meadow saffron breaking virus,Colchicum autumnale,1
Measles morbillivirus,Chlorocebus aethiops,3
Measles morbillivirus,Homo sapiens,20065
Measles morbillivirus,Macaca fascicularis,2
Measles morbillivirus,Saguinus oedipus,1
Meblowovirus defluviicola,activated sludge metagenome,3
Medicago cytorhabdovirus A,Medicago sativa,7
Medicago sativa alphapartitivirus 1,Acyrthosiphon pisum,2
Medicago sativa alphapartitivirus 1,Aphis craccivora,2
Medicago sativa alphapartitivirus 1,Frankliniella intonsa,8
Medicago sativa alphapartitivirus 1,Hypera postica,1
Medicago sativa alphapartitivirus 1,Medicago sativa,43
Medicago sativa alphapartitivirus 1,Odontothrips loti,4
Medicago sativa alphapartitivirus 1,Therioaphis trifolii,2
Medicago sativa alphapartitivirus 2,Medicago sativa,31
Medicago sativa amalgavirus 1,Medicago sativa,46
Medicago sativa deltapartitivirus 1,Medicago sativa,30
Medicago sativa marafivirus 1,Medicago sativa,1
Medicago sativa virus 1,Medicago sativa,12
Mediterra virus,Schmidtea mediterranea,2
Mediterranean Culex Flavivirus,Culex pipiens,4
Mediterranean Culex Flavivirus,Culex theileri,41
Mediterranean Ochlerotatus Flavivirus,Ochlerotatus caspius,21
Mediterranean bat virus,Miniopterus schreibersii,5
Mediterranean bat virus,Rhinolophus euryale,5
Mediterranean bat virus,Rhinolophus ferrumequinum,70
Mediterranean horseshoe bat adenovirus 1,Rhinolophus euryale,2
Mediterranean horseshoe bat adenovirus 2,Rhinolophus euryale,1
Mediterranean horseshoe bat adenovirus 3,Rhinolophus euryale,1
Mediterranean horseshoe bat adenovirus 4,Rhinolophus euryale,1
Medjerda phlebovirus,Phlebotomus,8
Megabat betaherpesvirus,Pteropus sp.,4
Megabat bufavirus 2,Pteropus vampyrus,2
Megabat bufavirus 3,Pteropus sp.,1
Megabat gammaherpesvirus,Acerodon celebensis,2
Megabat gammaherpesvirus,Dobsonia moluccensis,12
Megabat gammaherpesvirus,Pteropus sp.,41
Megabat gammaherpesvirus,Pteropus vampyrus,30
Megachile willughbiella mononega-like virus,Megachile willughbiella,1
Megaderma bat coronavirus,Megaderma lyra,49
Megaerops kusnotoi astrovirus,Megaerops kusnotoi,2
Megalocytivirus OSGIV-HN11,Epinephelus coioides,1
Megalocytivirus Sabah/RAA/2012,Cromileptes altivelis,5
Megalocytivirus Sabah/RAA/2012,Epinephelus coioides,1
Megalocytivirus Sabah/RAA/2012,Epinephelus fuscoguttatus,2
Megalocytivirus Sabah/RAA/2012,Epinephelus lanceolatus,2
Megalocytivirus sp.,Cromileptes altivelis,24
Megalocytivirus sp.,Epinephelus fuscoguttatus,1
Megalocytivirus sp.,Lates calcarifer,4
Megalocytivirus sp.,Oplegnathus fasciatus,26
Megalocytivirus sp.,Oreochromis,2
Megalocytivirus sp.,Pagrus major,2
Megalocytivirus sp.,Sebastes schlegelii,2
Megalopteran arli-related virus OKIAV106,Corydalus cornutus,1
Megalopteran chu-related virus OKIAV119,Corydalidae,3
Megalopteran chu-related virus OKIAV130,Sialis lutaria,1
Megalopteran phenui-related virus OKIAV286,Chauliodes,1
Megareus marna-like virus 1,Nannochloropsis oculata,1
Megastigmus ssRNA virus,Megastigmus spermotrophus,7
Megastigmus wasp adintovirus,Megastigmus spermotrophus,11
Megavirus avenue9,Acanthamoeba polyphaga,1
Megavirus baoshan,Acanthamoeba castellanii,1062
Megavirus chiliensis,Acanthamoeba castellanii,996
Megavirus chiliensis,Amoeba,2393
Megavirus courdo7,Acanthamoeba polyphaga,1139
Megavirus mont1,Acanthamoeba polyphaga,1
Megavirus vitis,Acanthamoeba castellanii,1027
Megavirus vitis transpoviron,Acanthamoeba castellanii,7
Megrivirus A,Anas platyrhynchos,1
Megrivirus A,Anatidae,3
Megrivirus A,Cygnus olor,7
Megrivirus B,Columbidae,2
Megrivirus C,Gallus gallus,2
Megrivirus D,Circus aeruginosus,2
Megrivirus E,Leptonychotes weddellii,1
Megrivirus E,Pygoscelis adeliae,3
Megrivirus sp.,Gallus gallus,27
Meihzavirus luticola,activated sludge metagenome,3
Meiothermus phage MMP17,Meiothermus sp.,66
Meiothermus phage MMP7,Meiothermus sp.,53
Mejal virus,Trichobius,4
Mekintivirus lutihabitans,activated sludge metagenome,3
Mekrijarvi iflavirus,Ochlerotatus intrudens,1
Mekrijarvi negevirus,Aedes vexans,3
Mekrijarvi negevirus,Ochlerotatus hexodontus,2
Mekrijarvi negevirus,Ochlerotatus intrudens,2
Melampyrum betaflexivirus 1,Melampyrum roseum,3
Melampyrum roseum amalgavirus 1,Melampyrum roseum,2
Melampyrum roseum virus 1,Melampyrum roseum,5
Melanchra persicariae granulovirus,Melanchra persicariae,4
Melanconiella theae mitovirus 1,Melanconiella sp.,1
Melandrium yellow fleck virus,Silene latifolia,4
Melanogrammus aeglefinus-associated papillomavirus 1,Melanogrammus aeglefinus,6
Melanogrammus aeglefinus-associated papillomavirus 2,Melanogrammus aeglefinus,6
Melanoplus sanguinipes entomopoxvirus,Melanoplus sanguinipes,5
Melao orthobunyavirus,Homo sapiens,16
Melao orthobunyavirus,Ochlerotatus scapularis,8
Melastoma malabathricum amalgavirus 1,Melastoma malabathricum,2
Melbournevirus,Acanthamoeba castellanii,851
Meleagrid alphaherpesvirus 1,Gallus gallus,2
Meleagrid alphaherpesvirus 1,Meleagris gallopavo,82
Melegrivirus A,Meleagris gallopavo,5
Meles meles circovirus-like virus,Meles meles,4
Meles meles polyomavirus 1,Meles meles,15
Meliandou hantavirus,Mastomys natalensis,1
Meliandou lophuromys virus,Lophuromys sikapusi,9
Meliandou mastomys virus,Mastomys erythroleucus,9
Meliandou praomys virus,Praomys rostratus,9
Meliandou uranomys virus,Uranomys ruddi,9
Melicertus latisulcatus majanivirus,Penaeus latisulcatus,104
Melicertus latisulcatus pemonivirus,Penaeus latisulcatus,109
Melilotus officinalis amalgavirus 1,Melilotus officinalis,2
Melilotus officinalis genomoviridae,Melilotus officinalis,2
Melinis repens associated virus,Melinis repens,3
Melipona quadrifasciata cyclovirus 1,Melipona quadrifasciata quadrifasciata,2
Melipona quadrifasciata cyclovirus 2,Melipona quadrifasciata quadrifasciata,1
Melipona quadrifasciata densovirus,Melipona quadrifasciata quadrifasciata,2
Melipona quadrifasciata virus 1a,Melipona quadrifasciata quadrifasciata,1
Melipona quadrifasciata virus 1b,Melipona quadrifasciata quadrifasciata,1
Melipona quadrifasciata virus 2,Melipona quadrifasciata quadrifasciata,1
Mella virus,Pygoscelis adeliae,2
Melnik nodavirus,Caenorhabditis briggsae,6
Melochia mosaic virus,Melochia,14
Melochia yellow mosaic virus,Melochia,14
Melochia yellow mosaic virus,Passiflora edulis,5
Melomys burtoni retrovirus,Melomys burtoni,4
Melon aphid-borne yellows virus,Benincasa hispida,18
Melon aphid-borne yellows virus,Capsicum annuum,7
Melon aphid-borne yellows virus,Citrullus lanatus,18
Melon aphid-borne yellows virus,Citrullus lanatus subsp. vulgaris,12
Melon aphid-borne yellows virus,Coccinia grandis,1
Melon aphid-borne yellows virus,Cucurbita,4
Melon aphid-borne yellows virus,Cucurbita moschata,4
Melon aphid-borne yellows virus,Lagenaria siceraria,11
Melon aphid-borne yellows virus,Momordica charantia,3
Melon aphid-borne yellows virus,Trichosanthes kirilowii,2
Melon begomovirus,Cucumis melo,3
Melon chlorotic leaf curl virus,Citrullus lanatus subsp. vulgaris,1
Melon chlorotic leaf curl virus,Cucurbita,11
Melon chlorotic leaf curl virus,Cucurbita argyrosperma,2
Melon chlorotic leaf curl virus,Cucurbita moschata,1
Melon chlorotic leaf curl virus,unidentified plant,6
Melon chlorotic mosaic alphasatellite,Citrullus lanatus,2
Melon chlorotic mosaic alphasatellite,Citrullus lanatus subsp. vulgaris,4
Melon chlorotic mosaic alphasatellite,Cucumis anguria,4
Melon chlorotic mosaic alphasatellite,Cucumis dipsaceus,2
Melon chlorotic mosaic alphasatellite,Cucumis melo,58
Melon chlorotic mosaic alphasatellite,Cucumis sativus,2
Melon chlorotic mosaic alphasatellite,Cucurbita moschata,2
Melon chlorotic mosaic virus,Citrullus,2
Melon chlorotic mosaic virus,Citrullus lanatus,27
Melon chlorotic mosaic virus,Citrullus lanatus subsp. vulgaris,14
Melon chlorotic mosaic virus,Cucumis anguria,21
Melon chlorotic mosaic virus,Cucumis dipsaceus,7
Melon chlorotic mosaic virus,Cucumis melo,70
Melon chlorotic mosaic virus,Cucumis sativus,7
Melon chlorotic mosaic virus,Cucurbita moschata,7
Melon leaf curl virus,Cucumis melo,7
Melon mild mottle virus,Cucumis melo,4
Melon necrotic spot virus,Citrullus lanatus,5
Melon necrotic spot virus,Citrullus lanatus subsp. vulgaris,72
Melon necrotic spot virus,Cucumis melo,32
Melon necrotic spot virus,Cucumis sativus,13
Melon necrotic spot virus,Cucurbitaceae,123
Melon partitivirus,Cucumis melo,4
Melon severe mosaic tospovirus,Cucurbitaceae,14
Melon tenuivirus,Cucurbitaceae,26
Melon tenuivirus,Nicotiana benthamiana,13
Melon vein-banding mosaic virus,Cucurbita,1
Melon yellow mosaic virus,Cucurbitaceae,10
Melon yellow spot orthotospovirus,Benincasa hispida,1
Melon yellow spot orthotospovirus,Citrullus lanatus,2
Melon yellow spot orthotospovirus,Citrullus lanatus subsp. vulgaris,7
Melon yellow spot orthotospovirus,Cucumis melo,5
Melon yellow spot orthotospovirus,Cucumis melo var. cantalupo,2
Melon yellow spot orthotospovirus,Cucumis sativus,22
Melon yellow spot orthotospovirus,Cucurbita,1
Melon yellow spot orthotospovirus,Cucurbitaceae,13
